candidate_name,candidate_id,year,office,district,TOT,FND,COMM,ADS,INFO,OVERHEAD,CONTRIB,GENERAL,LOGTOT,LOGFND,LOGCOMM,LOGADS,LOGINFO,LOGOVERHEAD,LOGCONTRIB,LOGGENERAL
"WILK, SCOTT T.",1339656,2016,S,21,2804133.2,36250.93,98388.52,575589.8099999999,110207.08,339945.58999999997,152620.16999999998,820436.34,14.846605029574693,10.498220315126146,11.496679409567593,13.263150550572488,11.61011642046117,12.736540854374507,11.935707564720609,13.617591599664975
"MORRELL, MICHAEL L.",1252076,2016,S,23,813276.56,34597.12,144397.47999999998,3558.96,86818.37,325375.75999999995,92348.15,269371.93,13.608826502886224,10.451525720587206,11.880325053765038,8.177223646334923,11.371573514201415,12.692735978060561,11.433320952941623,12.503848343023465
"O'DONNELL, RONALD J.",1363147,2016,S,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANTONOVICH, MICHAEL D.",1000095,2016,S,25,2097528.38,67080.96,309049.95999999996,622145.3,220546.5,805429.51,14155.0,1218822.72,14.556270247625289,11.113655527104866,12.641258225658516,13.340928945726958,12.3038638359898,13.59913096690705,9.557823197546,14.013395967206456
"PORTANTINO, ANTHONY",1267043,2016,S,25,2467842.93,25571.64,608102.99,523664.09,358478.79,322934.7,66370.08,1515817.51,14.71885501935653,10.149239203889822,13.31809953805056,13.168605708124698,12.789624774091687,12.685205414583592,11.103001631503114,14.231465461949238
"FAZIO, STEVE",1379424,2016,S,27,1810556.7,10900.95,142733.7,968185.18,132198.88,281868.45999999996,1150.0,1254018.7100000002,14.409144925013115,9.296605220382677,11.868735935359352,13.78317864961578,11.792062734351733,12.549195787196078,7.047517221357296,14.04186392031888
"STERN, HENRY",1374151,2016,S,27,3231495.82,105680.0,275886.54,335501.01999999996,306339.0,1277995.7999999998,15922.1,1023406.5599999999,14.988455690167308,11.568170939196207,12.527744973223358,12.723380275627703,12.632447610866413,14.060803627529241,9.675463360246813,13.838647385338447
"CHANG, LING-LING",1357038,2016,S,29,2394823.44,121561.83,431526.82,955269.1,77667.48,553157.54,4575.0,1586025.23,14.68882006585916,11.708178301211591,12.975084942846367,13.769748359875022,11.2601919159279,13.223398122392481,8.428361977709622,14.276741588994915
"NEWMAN, JOSH B.",1377780,2016,S,29,1253297.78,0.0,85552.90999999999,627791.65,162496.27000000002,263972.35,3550.0,875840.8300000001,14.041288859274339,0.0,11.356890293937628,13.349963622887394,11.998410326642333,12.483599641794891,8.174702882469461,13.682939652495676
"REED, RICHARD",1383678,2016,S,31,11872.86,0.0,1862.96,0.0,0.0,9869.84,0.0,1862.96,9.382010402136657,0.0,7.529921899624981,0.0,0.0,9.197238921556517,0.0,7.529921899624981
"ROTH, RICHARD D.",1343716,2016,S,31,1227374.64,120320.68,127251.7,249547.0,152300.0,431037.73000000004,13542.55,649419.3799999999,14.020388007162657,11.69791579076344,11.75392229385202,12.427402553186544,11.933607538883253,12.973950905857679,9.513591859605725,13.383833981137528
"LARA, RICARDO",1304215,2016,S,33,1624738.05,108087.75,62426.62,150.0,273340.0,490046.34,367039.93,444004.37,14.300857160751859,11.590698676206916,11.041747065952618,5.0106352940962555,12.518471720518791,13.102255237043785,12.813225922208217,13.003589683708269
"ROBSON, HONOR MIMI",1386195,2016,S,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BRADFORD, STEVEN",1235136,2016,S,35,1838841.34,10252.73,610697.7699999999,4670.0,379212.88,592806.6699999999,34464.7,1004833.3799999999,14.424646224715005,9.235299290567378,13.322357467657154,8.448914350662942,12.84585301503089,13.292623604587623,10.447690890799059,13.820332294685683
"FURUTANI, WARREN",1265441,2016,S,35,865053.01,28302.19,314434.34,440.0,313497.16000000003,179250.94,2575.0,656673.69,13.67054606727327,10.250694465796263,12.658530557491266,6.0867747269123065,12.655545580002915,12.096542002520641,7.853604813097837,13.394942507420337
"GRAYSON, ARI E.",1383650,2016,S,37,43250.33,0.0,909.36,0.0,9222.67,16973.84,2222.61,10132.03,10.67476014238872,0.0,6.812741055378455,0.0,9.129419862480665,9.739428614303977,7.706437459976555,9.223456972033093
"MOORLACH, JOHN",1241305,2016,S,37,1076732.11,58376.35,367308.23,26467.78,177394.63,324026.61,108020.0,629546.99,13.889441187965234,10.974666121042118,12.813956638308705,10.183683423173573,12.086132077824482,12.688580921031642,11.590071674146882,13.352755776225502
"ATKINS, TONI G.",1314678,2016,S,39,4148181.45,171598.13,86574.0,16900.870000000003,553113.3099999999,872801.6799999999,828559.12,828186.3099999999,15.238180591347815,12.052910568540725,11.36875481852531,9.735120378876093,13.223318160057719,13.679463638338742,13.627443471178582,13.626993420133271
"RENISON, JOHN",1383698,2016,S,39,80485.86,1193.87,8189.23,0.0,33762.0,20747.620000000003,50.0,43145.1,11.295836795804092,7.084955410302995,9.010575155333214,0.0,10.427091188661334,9.940186820285254,3.912023005428146,10.672324132705397
"DAHLE, BRIAN",1224716,2016,A,1,748971.19,35136.7,8265.8,9024.24,98447.48,220447.02999999997,197537.94,150874.21999999997,13.52645579714008,10.467001447257271,9.019881799279325,9.107669569128861,11.49727848699005,12.303412718252599,12.19368594614005,11.924201788543884
"COENEN, DONN",1385525,2016,A,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"WOOD, JAMES D.",1353393,2016,A,2,1343554.71,179989.68,102460.07,0.0,0.0,242283.93,418379.0,282449.75,14.110829428203354,12.100654794895396,11.537228440686402,0.0,0.0,12.397865581864762,12.94414299926864,12.551255937640606
"ANTON, KENNETH R.",1260422,2016,A,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GALLAGHER, JAMES",1357069,2016,A,3,595937.61,70177.14,12917.05,2900.0,107178.32,156511.84,178806.52,193172.51,13.297891259359973,11.158777895955708,9.466303423092372,7.9724660159745655,11.582249268359844,11.96088694105273,12.094059606381093,12.171338902852009
"RITCHIE, EDWARD H",1383126,2016,A,3,70528.44,1600.0,14003.449999999999,0.0,14000.0,35221.03,0.0,29603.449999999997,11.16377131171006,7.3777589082278725,9.547059006810292,0.0,9.546812608597396,10.46939862636988,0.0,10.29564618757431
"AGUIAR-CURRY, CECILIA",1379566,2016,A,4,752510.86,57234.59,145978.52,5013.05,80725.0,290746.82,44342.44,288951.16,13.531170707394717,10.95491371487798,11.89121476657911,8.519799791281187,11.298803595626476,12.580208133089801,10.699697510975145,12.574012956273252
"SCHAUPP, CHARLES E.",1301596,2016,A,4,44764.57,0.0,3503.62,975.0,11000.0,25516.79,1350.0,15478.619999999999,10.709172257303369,0.0,8.161551998686843,6.882437470997847,9.305650551780507,10.147091945848233,7.2078598714324755,9.64721499588304
"BIGELOW, FRANK",1342402,2016,A,5,1399553.97,39422.49,56974.95,104229.64,10042.26,262888.09,336186.52,210669.34,14.151664150966859,10.582091744617461,10.950366976535614,11.554351820827375,9.2145574675162,12.47948370729544,12.72542140397138,12.258045074253786
"CARABAS, ROBERT J",1381784,2016,A,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CAPLES, BRIAN",1363003,2016,A,6,23078.02,0.0,0.0,138.0,350.0,18015.420000000002,0.0,488.0,10.046635928380462,0.0,0.0,4.927253685157205,5.857933154483459,9.798983336815509,0.0,6.1903154058531475
"KILEY, KEVIN",1377646,2016,A,6,761405.84,9146.67,169351.91999999998,47932.0,147231.75,128428.31,40800.0,373662.33999999997,13.542921792982549,9.121145157603133,12.039734195648434,10.777538618802406,11.89976315495332,11.763126128801266,10.616437360392252,12.831107834371782
"BROWN, RYAN K.",1383289,2016,A,7,6150.18,0.0,131.81,0.0,0.0,5370.13,461.21,131.81,8.724236628664938,0.0,4.881361491724374,0.0,0.0,8.588607395775997,6.133853470727057,4.881361491724374
"MC CARTY, KEVIN",1314046,2016,A,7,646919.99,13382.26,86032.48,204.43,144000.0,123028.48,146134.0,243619.16999999998,13.379977902775853,9.501685228237864,11.362480178353218,5.320225618596917,11.877568578558138,11.72017115226766,11.892279287981223,12.403361506302904
"BLOISE, NICK E.",1383732,2016,A,8,36033.0,227.7,1990.74,300.0,2736.0,1838.48,0.0,5254.44,10.4921904642226,5.428028973069694,7.596261707892488,5.703782474656201,7.914252278742441,7.5166944222486505,0.0,8.566828712456557
"COOLEY, KEN",1240640,2016,A,8,813862.92,110575.91,138199.56,717.0,50000.0,191338.48,259467.78,299492.47,13.609547227854906,11.613457532411006,11.836454006519032,6.57507584059962,10.819778284410283,12.161799285226527,12.466387812029648,12.609844554318405
"COOPER, JIM",1354349,2016,A,9,1021813.27,233413.11,65589.79,3214.0,5500.0,251370.87999999998,311319.16,307716.89999999997,13.837089322680393,12.360565166922946,11.091175322575078,8.075271546297458,8.612503371220562,12.434684737084845,12.648573902881324,12.636935483428795
"GORSULOWSKY, TIMOTHY S.",1364380,2016,A,9,7065.74,0.0,0.0,0.0,0.0,4500.0,0.0,0.0,8.86301303131796,0.0,0.0,0.0,0.0,8.411832675758411,0.0,0.0
"JACOBI, VERONICA S.",1363625,2016,A,10,8083.0,0.0,0.0,0.0,0.0,6023.0,0.0,0.0,8.997518369733845,0.0,0.0,0.0,0.0,8.70334075304372,0.0,0.0
"LEVINE, MARC",1338897,2016,A,10,227864.65,38407.45,1648.17,0.0,8000.0,45978.130000000005,36138.7,48055.619999999995,12.336507091311502,10.556006730174898,7.4074208604890766,0.0,8.987196820661973,10.735921127633672,10.495119592276218,10.780114369057415
"FRAZIER JR., JAMES L.",1341572,2016,A,11,1311529.6,212687.04,27610.98,40591.5,109449.56,153437.72000000003,589810.36,390339.07999999996,14.086704647611198,12.26757706844339,10.22596879868038,10.61131396406513,11.603219082842426,11.941050030778504,13.287556340485411,12.874771076262807
"MILLER, DAVID J.",1378817,2016,A,11,2829.0,0.0,270.0,200.0,0.0,0.0,0.0,470.0,7.947678571301568,0.0,5.598421958998375,5.298317366548036,0.0,0.0,0.0,6.152732694704104
"FLORA, HEATH",1376113,2016,A,12,381758.72,12480.96,127239.34,2943.84,71347.0,150419.75000000003,0.0,214011.13999999998,12.852544064994198,9.431959562041914,11.75382515880153,7.987470130545783,11.175310575770139,11.921184998365982,0.0,12.273783348723885
"VOGEL, KEN",1359744,2016,A,12,540383.06,4746.48,138505.99,50952.93,116968.02,112040.73999999999,0.0,311173.42,13.20003353742659,8.46515856968188,11.838668852771788,10.838657544357543,11.669655843084197,11.626617834136239,0.0,12.648105656327566
"EGGMAN, SUSAN",1337454,2016,A,13,717600.41,108685.81,55909.33,1442.5,46250.0,159211.75999999998,253855.21,212287.64,13.483668161075501,11.596216521809561,10.931486550403905,7.274132998382255,10.741816742940571,11.977990419010947,12.444519344096383,12.26569742649582
"LINCOLN, KEVIN",1383977,2016,A,13,17104.25,1129.68,5835.04,0.0,0.0,6470.83,0.0,6964.72,9.747082249621991,7.029689685760997,8.671636399881393,0.0,0.0,8.775059663656698,0.0,8.848612684400798
"GRAYSON, TIM",1376434,2016,A,14,1036782.65,37624.86,89996.23,4390.0,136615.13,187045.72999999998,944.0,268626.22,13.851632870258031,10.535420281114021,11.407523059546149,8.387084506069217,11.82492298133224,12.139108411394904,6.8501261661455,12.501076175581776
"TORLAKSON, MAE",1382779,2016,A,14,1396197.37,54752.14,351711.09,240407.31,100750.0,550986.0800000001,7025.85,747620.54,14.149262934832379,10.910571733672871,12.770565350521089,12.390089888834796,11.52039747980893,13.219464824658038,8.857351483323749,13.524650828771465
"CHIARA, CLAIRE",1382452,2016,A,15,3224.0,0.0,0.0,0.0,0.0,3224.0,0.0,0.0,8.07837810362652,0.0,0.0,0.0,0.0,8.07837810362652,0.0,0.0
"THURMOND, TONY",1295704,2016,A,15,1250589.45,166738.47,17387.09,8150.0,188629.0,192470.54,314150.0,380904.56,14.039125558129008,12.02418181595993,9.763483255795522,9.005773206234908,12.147537401942056,12.16769838203728,12.657625857831093,12.850304124041138
"BAKER, CATHARINE",1358730,2016,A,16,3589081.25,35470.62,867573.7200000001,1145115.72,223608.12,1012565.3400000001,11950.0,2271768.18,15.093406808491494,10.476460027175094,13.673455767019659,13.951016255365886,12.317650334451656,13.827997609213979,9.388486557359657,14.636069020166708
"COOK-KALLIO, CHERYL",1381102,2016,A,16,1252040.88,36278.81,81217.70999999999,47000.0,238720.0,722125.0000000001,10865.85,403216.51999999996,14.040285481866313,10.498989103250112,11.304888605816945,10.757902880692196,12.383046595997532,13.489953533083566,9.2933801224883,12.90722896712218
"CHIU, DAVID",1360423,2016,A,17,790432.13,85033.67,178798.54,1749.91,99012.66,151400.9,270431.63,364594.77999999997,13.580335074893238,11.350802574685629,12.094014976140114,7.467319637023637,11.50300299972881,11.92768656448565,12.507774591161992,12.806541824064418
"DEL CARLO, MATTHEW S.",1346011,2016,A,17,3883.27,0.0,0.0,0.0,0.0,3883.27,0.0,0.0,8.264432861179868,0.0,0.0,0.0,0.0,8.264432861179868,0.0,0.0
"BONTA, ROB",1339733,2016,A,18,2970531.12,395465.56,10696.84,1780.0,0.0,224497.37,530814.39,407942.4,14.90425132307384,12.887818982752176,9.277703649729558,7.484368643286131,0.0,12.321619271173777,13.182167691095326,12.918881266949375
"SLONSKY-BREAULT, ROSEANN",1382453,2016,A,18,8523.23,0.0,308.11,0.0,5000.0,2273.09,942.03,5308.11,9.050550655961308,0.0,5.730456862070388,0.0,8.517193191416238,7.728895418317243,6.848037121203012,8.576991118673693
"TAYLOR, CARLOS",1383127,2016,A,19,6276.87,0.0,870.64,0.0,0.0,4645.21,761.02,870.64,8.744626727572557,0.0,6.769228573387807,0.0,0.0,8.443591860129123,6.634659638725276,6.769228573387807
"TING, PHIL",1343138,2016,A,19,776651.21,115358.62,6250.0,10634.75,87201.75,195042.75,319050.0,219445.12,13.562746635388187,11.655800989895212,8.740336742730447,9.271882220070777,11.375979678503034,12.180974044287561,12.673103109296493,12.298857457457414
"QUIRK, BILL (WILLIAM J.)",1336944,2016,A,20,679830.53,21740.94,60119.94,598.0,159779.68,108509.98000000001,322755.69,242238.56,13.429598825503442,9.986952398010922,11.00409684586242,6.393590753950631,11.98155114528024,11.594597429299426,12.684650938297871,12.397678304695718
"WONG, LUIS A.",1383284,2016,A,20,20554.07,0.0,124.99,0.0,500.0,8370.75,240.0,624.99,9.93081425384235,0.0,4.82823373410213,0.0,6.214608098422191,9.032498765203934,5.480638923341991,6.4377356496084
"GRAY, ADAM C.",1315410,2016,A,21,1900550.68,214526.29,145318.52,23526.0,186980.0,277290.55000000005,366974.65,570350.81,14.457654233722558,12.276187573942407,11.886683301862687,10.065861471520387,12.138756938245306,12.532821152407962,12.813048051081536,13.254006906635626
"OPINSKI, GREGORY J.",1383342,2016,A,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MULLIN, KEVIN",1342937,2016,A,22,773175.25,164278.32,0.0,38730.3,16232.73,85091.56,323586.70999999996,219241.35,13.558261015974706,12.009317341575546,0.0,10.564377518412183,9.694784853387452,11.35148313220475,12.68722239410185,12.297928456776562
"KIESEL, ART",1382152,2016,A,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MORRIS, GWEN L",1381100,2016,A,23,50056.73,946.27,2411.26,2544.75,13890.0,12686.22,0.0,19792.280000000002,10.820912241238153,6.8525279405917034,7.787904711437881,7.841787692332449,9.53892443574839,9.44827164399523,0.0,9.893047241662353
"PATTERSON, JIM",1346007,2016,A,23,658632.19,33636.88,469.38,16692.43,98842.09,179068.6,261947.0,149640.78,13.397920524134483,10.423378363055557,6.151412674925044,9.722710602223156,11.501278805164297,12.095524251628579,12.475897472203501,11.915992900958521
"BERMAN, MARC",1317907,2016,A,24,983402.44,10475.48,420996.12,20000.0,116147.07,377022.07,33406.7,567618.6699999999,13.798773715144614,9.2567925671295,12.950378896470031,9.903487552536127,11.662612511879514,12.840059005830742,10.416511757649937,13.249205116609376
"VEENKER, VICKI",1380629,2016,A,24,1108461.35,458.33,56693.93,678645.82,151965.89,202923.88,1545.0,887763.97,13.918483440493334,6.127589448678843,10.945422429311362,13.427854650420324,11.931411366750458,12.220586212333624,7.3427791893318455,13.696461187093796
"BRUNTON, BOB",1363959,2016,A,25,6473.56,0.0,159.5,0.0,250.0,5464.0599999999995,0.0,409.5,8.775481468012172,0.0,5.072043922224899,0.0,5.521460917862246,8.60594738215666,0.0,6.014936903293124
"CHU, KANSEN",1356482,2016,A,25,469137.56,4226.84,37176.86,825.0,2500.0,151426.2,212448.13,44728.7,13.058651309326994,8.349209947945965,10.523441803701463,6.715383386334681,7.824046010856292,11.927853656532953,12.266453143433143,10.708370632736049
"MACARENO, RUBEN",1362534,2016,A,26,357.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.879135362134062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MATHIS, DEVON J.",1365277,2016,A,26,628457.35,74439.4,51738.48,30076.0,274466.82,86521.79000000001,37961.4,430720.70000000007,13.351023444725756,11.217740650541007,10.85395707765097,10.311482790497918,12.522585658308893,11.36815156871105,10.544325132971071,12.97321513118286
"KALRA, ASH",1372978,2016,A,27,2264134.18,73794.3,191406.8,546744.38,116370.5,508605.1400000001,2949.25,928315.98,14.632702983333456,11.20903677183337,12.162156285060597,13.21173665956529,11.66453434573292,13.1394272380929,7.989306179721952,13.74112744950249
"NGUYEN, MADISON",1376419,2016,A,27,1596096.92,71742.71,233643.32,892906.72,125700.0,266923.9,0.0,1323992.75,14.283071781965136,11.180841525672498,12.361550957948852,13.702237397515738,11.74165339457834,12.494718878030238,0.0,14.096162539633282
"LOW, EVAN",1335519,2016,A,28,2258600.41,340868.04,2984.34,0.0,78020.0,183769.85,332859.0,421872.38,14.63025589180007,12.739250701897634,8.001133895851634,0.0,11.264720483060648,12.121439438451448,12.715474255870147,12.952458130219277
"SCLAVOS, NICHOLAS C",1383003,2016,A,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ROBERTS, SIERRA",1383589,2016,A,29,4349.0,0.0,0.0,0.0,0.0,1761.13,2386.81,0.0,8.37770121259764,0.0,0.0,0.0,0.0,7.473710927463739,7.777713025349222,0.0
"STONE, MARK",1340922,2016,A,29,445428.43,13046.88,2238.09,25998.25,18100.0,73137.25,166551.57,59383.219999999994,13.00679186203327,9.47630430370678,7.713378102540502,10.165784507046046,9.803667217253917,11.200093091871542,12.023060270176014,10.991766973859981
"CABALLERO, ANNA",1282323,2016,A,30,1227650.59,51220.15,204035.16,0.0,147934.0,454855.04000000004,10175.0,403189.31000000006,14.020612811370606,10.843888288292765,12.226047610916469,0.0,11.904521507336842,13.027734053764833,9.227689010310796,12.907161482490997
"CERVANTEZ ALEJO, KARINA",1375810,2016,A,30,974355.29,8303.31,222467.16,50010.0,135279.35,254870.76000000004,13565.85,416059.82,13.789531290238076,9.024409509467748,12.312534774189526,10.81997826441295,11.815097178711717,12.448511872132695,9.515310884390495,12.93858432698237
"ARAMBULA, JOAQUIN",1377114,2016,A,31,1694570.28,156715.43,133645.36,96333.71,262488.6,685549.91,62595.0,649183.1,14.342939744530627,11.962186891907393,11.802945003418568,11.475573588453418,12.47796293149934,13.437976583503339,11.044440681693763,13.383470082244301
"OLIVIER, CLINT",1377649,2016,A,31,520650.39,2994.81,0.0,113601.33,25074.42,53255.64,4550.0,141670.56,13.162834059021431,8.004636069472099,0.0,11.640450492947132,10.129603481954444,10.88285899345598,8.422882511944996,11.861259641213753
"RAMIREZ, MANUEL A.",1386656,2016,A,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SALAS JR., RUDY",1340989,2016,A,32,1077824.21,182073.56,12620.0,229091.03,82500.0,93741.47,299727.72,506284.59,13.890454946652712,12.11216606022606,9.443038136095204,12.341874714466874,11.320553572322773,11.448295953026452,12.61062974152008,13.134854220994702
"MARKOVICH, PETER SCOTT",1359129,2016,A,33,11432.0,0.0,400.0,3754.0,0.0,7278.0,0.0,4154.0,9.344171719609703,0.0,5.991464547107982,8.230577217146454,0.0,8.892611378172106,0.0,8.331827004436057
"OBERNOLTE, JAY",1362835,2016,A,33,381120.76,24897.08,61153.82,9050.27,56188.67,78384.26,103887.0,151289.84,12.85087155926967,10.122505806499937,11.021147608501884,9.110549870503084,10.936470414133996,11.269378420876325,11.551059048951132,11.92695274616677
"FONG, VINCENT",1381906,2016,A,34,1076801.13,67176.38,289839.01,263092.86,130146.34999999999,116816.77999999998,87700.0,750254.6,13.889505287277697,11.115076976629584,12.57708090988551,12.48026232868979,11.77641486546549,11.668362003441086,11.381677178360274,13.528167894573388
"SWANLUND, PERRIN A",1381787,2016,A,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CUNNINGHAM, JORDAN",1374711,2016,A,35,1886315.3,15042.89,336944.29,1113927.1400000001,166357.61,151189.43000000002,100.0,1632271.93,14.450135907417923,9.618660733299885,12.727672884096334,13.923402293380704,12.021895027319411,11.926288832876526,4.605170185988092,14.3054834244005
"LEGG, DAWN ORTIZ",1381434,2016,A,35,3332176.33,23559.76,315566.75,1797745.13,174350.0,708227.13,3764.0,2311221.6399999997,15.019136201036716,10.067295450956422,12.662125507524047,14.402043732019338,12.068820052103797,13.470520126313653,8.23323750070527,14.653286791191748
"FOX, STEVE",1297103,2016,A,36,164251.69,243.0,88679.0,44703.0,3199.0,19420.690000000002,0.0,136824.0,12.009155225487227,5.493061443340548,11.392778387166894,10.70779589244357,8.070593539949519,9.874094271595178,0.0,11.826450707379527
