candidate_filer_id,committee_filer_id,link_type,session,active,effective_date,termination_date
1002447,1040742,12015,,I,12/24/77,
1002448,1041357,12015,,I,12/24/77,
1002449,1046887,12015,,I,12/24/77,
1002451,1041544,12015,,I,12/24/77,
1002452,1041239,12015,,I,12/24/77,
1002452,1041381,12015,,I,12/24/77,
1002454,1040741,12015,,I,12/24/77,
1002456,1047936,12015,,I,12/24/77,
1002456,1041134,12015,,I,12/24/77,
1002457,1040869,12015,,I,12/24/77,
1002459,1050428,12015,,I,12/24/77,
1002459,1041585,12015,,I,12/24/77,
1002460,1040929,12015,,I,12/24/77,
1002461,1041168,12015,,I,12/24/77,
1002462,1041283,12015,,I,12/24/77,
1002464,1041279,12015,,I,12/24/77,
1002466,1041486,12015,,I,12/24/77,
1002467,1051082,12015,,I,12/24/77,
1002467,1040567,12015,,I,12/24/77,
1002469,1040724,12015,,I,12/24/77,
1002470,1041055,12015,,I,12/24/77,
1002471,1027755,12015,,I,12/24/77,
1002471,1058580,-12011,1998,I,4/4/98,
1002471,1070425,-12011,1998,Y,4/4/98,
1002471,1046279,12015,,I,12/24/77,
1002471,1393307,12011,2017,Y,1/3/17,
1002471,1047459,12015,,I,12/24/77,
1002471,1058580,12011,1997,T,4/4/98,
1002472,1041442,12015,,I,12/24/77,
1002473,1041048,12015,,I,12/24/77,
1002473,1041408,12015,,I,12/24/77,
1002474,1042269,12015,,I,12/24/77,
1002474,1040889,12015,,I,12/24/77,
1002476,1041579,12015,,I,12/24/77,
1002476,1047530,12015,,I,12/24/77,
1002476,1053570,-12011,1991,I,7/22/91,
1002477,1041566,12015,,I,12/24/77,
1002478,1041618,12015,,I,12/24/77,
1002479,1041031,12015,,I,12/24/77,
1002480,1026141,12015,,I,12/24/77,
1002480,1040922,12015,,I,12/24/77,
1002480,1038346,12015,,I,12/24/77,
1002481,1040738,12015,,I,12/24/77,
1002482,1035476,12015,,I,12/24/77,
1002482,1053024,-12011,1991,I,7/22/91,
1002482,1047902,12015,,I,12/24/77,
1002483,1040684,12015,,I,12/24/77,
1002484,1041464,12015,,I,12/24/77,
1002484,1048336,12015,,I,12/24/77,
1002485,1041473,12015,,I,12/24/77,
1002486,1036665,12015,,I,12/24/77,
1002487,1041116,12015,,I,12/24/77,
1002489,1041350,12015,,I,12/24/77,
1002490,1042864,12015,,I,12/24/77,
1002490,1041720,12015,,I,12/24/77,
1002491,1052637,12015,,I,12/24/77,
1002492,1051037,12015,,I,12/24/77,
1002492,1028659,12015,,I,12/24/77,
1002494,1041202,12015,,I,12/24/77,
1002496,1041289,12015,,I,12/24/77,
1002496,1040839,12015,,I,12/24/77,
1002496,1035218,12015,,I,12/24/77,
1002497,1040659,12015,,I,12/24/77,
1002498,1040882,12015,,I,12/24/77,
1002499,1041393,12015,,I,12/24/77,
1002501,1042113,12015,,I,12/24/77,
1002502,1046237,12015,,I,12/24/77,
1002502,1042833,12015,,I,12/24/77,
1002505,1041341,12015,,I,12/24/77,
1002506,1040758,12015,,I,12/24/77,
1002507,1041053,12015,,I,12/24/77,
1002508,1041444,12015,,I,12/24/77,
1002509,1039973,12015,,I,12/24/77,
1002510,1061445,-12011,1998,Y,7/29/98,
1002513,1041418,12015,,I,12/24/77,
1002513,1045702,12015,,I,12/24/77,
1002513,1047753,12015,,I,12/24/77,
1002514,1041611,12015,,I,12/24/77,
1002514,1040898,12015,,I,12/24/77,
1002515,1040670,12015,,I,12/24/77,
1002516,1042111,12015,,I,12/24/77,
1002517,1041614,12015,,I,12/24/77,
1002519,1040950,12015,,I,12/24/77,
1002522,1041663,12015,,I,12/24/77,
1002524,1053224,-12011,1991,I,12/2/91,
1002524,1023748,-12011,1991,I,12/2/91,
1002524,1047614,12015,,Y,12/24/77,
1002524,1047614,12011,1999,I,1/5/00,9/7/00
1002525,1041734,12015,,I,12/24/77,
1002526,1017969,12015,,I,12/24/77,
1002530,1042793,12015,,I,12/24/77,
1002531,1042880,12015,,I,12/24/77,
1002532,1050122,12015,,I,12/24/77,
1002532,1040485,12015,,I,12/24/77,
1002535,1055800,-12011,1992,I,7/20/92,
1002535,1041110,12015,,I,12/24/77,
1002536,1040721,12015,,I,12/24/77,
1002537,1041617,12015,,I,12/24/77,
1002538,1041506,12015,,I,12/24/77,
1002540,1031130,12015,,I,12/24/77,
1002541,1057508,-12011,1992,I,11/16/92,
1002545,1041245,12015,,I,12/24/77,
1002546,1040703,12015,,I,12/24/77,
1002551,1041413,12015,,I,12/24/77,
1002551,1041316,12015,,I,12/24/77,
1002556,1041316,12015,,I,12/24/77,
1002559,1031745,12015,,I,12/24/77,
1002562,1041730,12015,,I,12/24/77,
1002565,1041807,12015,,I,12/24/77,
1002569,1040154,12015,,I,12/24/77,
1002569,1040154,12011,1999,I,1/5/00,
1002571,1041399,12015,,I,12/24/77,
1002574,1041378,12015,,I,12/24/77,
1002576,1039873,12015,,I,12/24/77,
1002577,1041613,12015,,I,12/24/77,
1002578,1041689,12015,,I,12/24/77,
1002579,1041606,12015,,I,12/24/77,
1002581,1041738,12015,,I,12/24/77,
1002582,1041502,12015,,I,12/24/77,
1002583,1041241,12015,,I,12/24/77,
1002583,1041321,12015,1993,I,3/2/93,
1002584,1041124,12015,,I,12/24/77,
1002585,1041676,12015,,I,12/24/77,
1002587,1040969,12015,,I,12/24/77,
1002588,1039763,12015,,I,12/24/77,
1002589,1041284,12015,,I,12/24/77,
1002590,1041213,12015,,I,12/24/77,
1002591,1024258,12015,,I,12/24/77,
1002593,1041051,12015,,I,12/24/77,
1002593,1041069,12015,,I,12/24/77,
1002594,1035709,12015,,I,12/24/77,
1002595,1041496,12015,,I,12/24/77,
1002596,1041453,12015,,I,12/24/77,
1002596,1041719,12015,,I,12/24/77,
1002597,1041719,12015,,I,12/24/77,
1002598,1036470,12015,,I,12/24/77,
1002599,1041794,12015,,I,12/24/77,
1002607,1040625,12015,,I,12/24/77,
1002607,1043213,12015,,I,12/24/77,
1002609,1039410,12015,,I,12/24/77,
1002610,1041955,12015,,I,12/24/77,
1002610,1053185,-12011,,I,12/24/77,
1002613,1037286,12015,1992,I,5/22/92,
1002613,1055950,12015,1992,I,5/22/92,
1002617,1041746,12015,,I,12/24/77,
1002620,1041048,12015,,I,12/24/77,
1002620,1041050,12015,,I,12/24/77,
1002624,1040589,12015,,I,12/24/77,
1002625,1041020,12015,,I,12/24/77,
1002626,1039080,12015,,I,12/24/77,
1002632,1042771,12015,,I,12/24/77,
1002640,1042136,12015,,I,12/24/77,
1002644,1041435,12015,,I,12/24/77,
1002645,1041951,12015,,I,12/24/77,
1002647,1041840,-12011,1991,I,7/10/91,
1002648,1042724,12015,,I,12/24/77,
1002649,1041362,12015,,I,12/24/77,
1002650,1051226,12015,,I,12/24/77,
1002655,1024214,12015,,I,12/24/77,
1002657,1039484,12015,,I,12/24/77,
1002657,1042152,12015,,I,12/24/77,
1002659,1041896,12015,,I,12/24/77,
1002659,1042658,-12011,1991,I,7/10/91,
1002661,1041344,12015,,I,12/24/77,
1002664,1040793,12015,,I,12/24/77,
1002666,1049920,12015,,Y,12/24/77,
1002666,1040986,12015,,I,12/24/77,
1002666,1049920,12011,1999,T,1/5/00,10/10/10
1002668,1042105,12015,,I,12/24/77,
1002674,1041905,-12011,1991,I,7/11/91,
1002675,1042288,12015,,I,12/24/77,
1002678,1041758,12015,,I,12/24/77,
1002685,1042094,12015,,I,12/24/77,
1002685,1042097,12015,,I,12/24/77,
1002687,1046153,12015,,I,12/24/77,
1002688,1021133,12015,,I,12/24/77,
1002695,1075182,-12011,1998,I,10/20/98,
1002701,1041385,12015,,I,12/24/77,
1002702,1041175,12015,,I,12/24/77,
1002713,1044774,12015,,I,12/24/77,
1002729,1043058,12015,,I,12/24/77,
1002730,1043133,12015,,I,12/24/77,
1002786,1053426,-12011,1992,I,1/29/92,
1002800,1050647,12015,,I,12/24/77,
1002800,1045373,12015,,I,12/24/77,
1002801,1043313,12015,,I,12/24/77,
1002802,1042566,12015,,I,12/24/77,
1002802,1023703,12015,,I,12/24/77,
1002803,1043612,12015,,I,12/24/77,
1002803,1047618,12015,,I,12/24/77,
1002803,1050139,12015,,I,12/24/77,
1002803,1039682,12015,,I,12/24/77,
1002803,1047619,12015,,I,12/24/77,
1002803,1032196,-12011,1991,I,7/19/91,
1002803,1059256,12011,1993,I,7/23/93,
1002804,1027856,12015,,I,12/24/77,
1002806,1043481,12015,,I,12/24/77,
1002808,1043433,12015,,I,12/24/77,
1002809,1043446,12015,,I,12/24/77,
1002810,1043366,12015,,I,12/24/77,
1002810,1048123,12015,,I,12/24/77,
1002811,1042811,12015,,I,12/24/77,
1002811,1047534,12015,,I,12/24/77,
1002811,1023042,12015,,I,12/24/77,
1002811,1040603,12015,,I,12/24/77,
1002811,1047533,12015,,I,12/24/77,
1002811,1049462,12015,,I,12/24/77,
1002812,1043421,12015,,I,12/24/77,
1002813,1043452,-12011,1992,I,3/5/92,
1002820,1043483,12015,,I,12/24/77,
1002821,1044246,12015,,I,12/24/77,
1002822,1043958,12015,,I,12/24/77,
1002826,1044754,12015,,I,12/24/77,
1002831,1044263,12015,,I,12/24/77,
1002833,1044805,12015,,I,12/24/77,
1002834,1044739,12015,,I,12/24/77,
1002836,1042058,12015,,I,12/24/77,
1002836,1044802,12015,,I,12/24/77,
1002837,1044834,12015,1967,I,12/24/77,
1002837,1069401,-12011,1997,Y,11/4/97,
1002837,1047895,12015,1967,I,12/24/77,
1002837,1272442,12011,2003,Y,11/30/04,
1002837,1313670,12011,2007,T,11/24/08,4/23/14
1002837,1366127,12011,2013,Y,4/17/14,
1002837,1064947,-12019,2001,Y,4/24/98,
1002838,1044846,12015,,I,12/24/77,
1002838,1055320,-12011,1992,T,7/24/92,
1002838,1071896,-12011,1997,I,12/10/97,
1002838,1071897,12011,1997,Y,12/10/97,
1002839,1044436,12015,,I,12/24/77,
1002840,1044762,12015,,I,12/24/77,
1002841,1044795,12015,,I,12/24/77,
1002845,1044835,12015,,I,12/24/77,
1002846,1048545,12015,,I,12/24/77,
1002846,1038247,12015,,I,12/24/77,
1002849,1045084,12015,,I,12/24/77,
1002857,1045126,12015,,I,12/24/77,
1002857,1044936,12015,,I,12/24/77,
1002871,1045219,12015,,I,12/24/77,
1002873,1045071,12015,,I,12/24/77,
1002874,1045298,12015,,I,12/24/77,
1002875,1044661,12015,,I,12/24/77,
1002876,1045151,12015,,I,12/24/77,
1002877,1045171,12015,,I,12/24/77,
1002878,1045178,12015,,I,12/24/77,
1002879,1045475,12015,,I,12/24/77,
1002880,1047467,12015,,Y,12/24/77,
1002880,1071828,-12011,1997,I,11/24/97,
1002880,1070715,-12011,1997,I,7/30/97,
1002880,1260606,12011,2003,T,11/26/03,7/29/04
1002880,1045611,12015,,I,12/24/77,
1002880,1047467,12011,1999,I,1/5/00,
1002880,1071828,12011,1997,I,11/24/97,
1002880,1222139,12011,1999,I,3/6/00,10/8/04
1002881,1045552,12015,,I,12/24/77,
1002882,1044856,12015,,I,12/24/77,
1002883,1045651,12015,,I,12/24/77,
1002884,1045605,12015,,I,12/24/77,
1002884,1048127,12015,,I,12/24/77,
1002884,1069593,-12011,1996,I,12/5/96,
1002886,1045246,12015,,I,12/24/77,
1002887,1045165,12015,,I,12/24/77,
1002887,1047655,12015,,I,12/24/77,
1002887,1049009,12015,,I,12/24/77,
1002887,1052984,-12011,1991,I,2/6/91,
1002887,1048026,12015,,I,12/24/77,
1002887,1054907,12011,1992,I,3/30/92,
1002888,1044949,12015,,I,12/24/77,
1002889,1045378,12015,,I,12/24/77,
1002889,1050917,12015,,I,12/24/77,
1002889,1045247,12015,,I,12/24/77,
1002890,1044993,12015,,I,12/24/77,
1002890,1054908,-12011,1992,T,10/24/92,10/10/10
1002890,1054908,12011,1991,T,10/24/92,10/10/10
1002891,1045533,12015,,I,12/24/77,
1002892,1043698,12015,,I,12/24/77,
1002894,1045247,12015,,I,12/24/77,
1002895,1044914,12015,,I,12/24/77,
1002897,1043874,12015,,I,12/24/77,
1002897,1045736,-12011,1991,I,9/20/91,
1002898,1044975,12015,,I,12/24/77,
1002898,1047467,12015,,Y,12/24/77,
1002898,1047467,12011,1999,I,1/5/00,
1002899,1045632,12015,,I,12/24/77,
1002901,1044987,12015,,I,12/24/77,
1002902,1050903,12015,,Y,12/24/77,
1002902,1054320,-12011,1994,T,4/28/94,10/10/10
1002902,1045669,12015,,I,12/24/77,
1002902,1050903,12011,1999,I,1/5/00,
1002902,1054320,12011,1993,T,4/28/94,10/10/10
1002904,1045206,12015,,I,12/24/77,
1002905,1045622,12015,,I,12/24/77,
1002906,1045021,12015,,I,12/24/77,
1002907,1045391,12015,,Y,12/24/77,
1002907,1045391,12011,1999,I,1/5/00,
1002909,1044735,12015,,I,12/24/77,
1002910,1044817,12015,,I,12/24/77,
1002911,1046011,12015,,I,12/24/77,
1002911,1073666,-12011,1998,I,7/8/98,
1002911,1073666,12011,1997,I,7/8/98,
1002912,1045001,12015,,I,12/24/77,
1002913,1044896,12015,,I,12/24/77,
1002914,1045558,12015,,I,12/24/77,
1002917,1044930,12015,,I,12/24/77,
1002918,1045156,12015,,I,12/24/77,
1002921,1045394,12015,,I,12/24/77,
1002922,1045678,12015,,I,12/24/77,
1002922,1033404,12015,,I,12/24/77,
1002923,1038392,12015,,I,12/24/77,
1002923,1045155,12015,,I,12/24/77,
1002925,1032270,12015,,I,12/24/77,
1002926,1045603,12015,,I,12/24/77,
1002927,1045242,12015,,I,12/24/77,
1002928,1059214,-12011,1994,I,7/22/94,
1002928,1045649,12015,,I,12/24/77,
1002929,1045606,12015,,Y,12/24/77,
1002929,1043539,12015,,I,12/24/77,
1002929,1045606,12011,1999,Y,1/5/00,
1002930,1050306,12015,,I,12/24/77,
1002930,1031075,12015,,I,12/24/77,
1002930,1043987,12015,,I,12/24/77,
1002933,1045733,12015,,I,12/24/77,
1002933,1030505,12015,,I,12/24/77,
1002935,1045294,12015,,I,12/24/77,
1002936,1045713,12015,,I,12/24/77,
1002936,1045707,12015,,I,12/24/77,
1002937,1018721,12015,,I,12/24/77,
1002938,1047844,-12011,1991,I,7/11/91,
1002938,1025596,12015,,I,12/24/77,
1002938,1023087,12015,,I,12/24/77,
1002938,1035488,12015,,I,12/24/77,
1002938,1034431,12015,,I,12/24/77,
1002939,1039146,12015,,Y,12/24/77,
1002939,1039146,12011,1999,Y,1/5/00,
1002940,1045302,12015,,I,12/24/77,
1002940,1055968,-12011,1992,I,4/3/92,
1002941,1045300,12015,,I,12/24/77,
1002941,1049717,12015,,I,12/24/77,
1002942,1045208,12015,,I,12/24/77,
1002943,1045400,12015,,I,12/24/77,
1002944,1044820,-12011,1992,I,2/5/92,
1002945,1045566,12015,,I,12/24/77,
1002949,1045720,12015,,I,12/24/77,
1002950,1045966,12015,,I,12/24/77,
1002951,1045734,12015,,I,12/24/77,
1002952,1045892,12015,,I,12/24/77,
1002953,1033364,12015,,I,12/24/77,
1002953,1045765,12015,,I,12/24/77,
1002954,1046198,12015,,I,12/24/77,
1002957,1045879,12015,,I,12/24/77,
1002959,1027792,12015,,I,12/24/77,
1002959,1045870,12015,,I,12/24/77,
1002961,1039414,12015,,I,12/24/77,
1002964,1044921,12015,,I,12/24/77,
1002966,1045272,12015,,I,12/24/77,
1002967,1046894,12015,,I,12/24/77,
1002968,1045917,12015,,I,12/24/77,
1002969,1046071,12015,,I,12/24/77,
1002970,1045743,12015,,I,12/24/77,
1002971,1037383,12015,,I,12/24/77,
1002972,1044772,12015,,I,12/24/77,
1002973,1045254,12015,,I,12/24/77,
1002974,1045714,12015,,I,12/24/77,
1002976,1045338,12015,,I,12/24/77,
1002977,1045878,12015,,I,12/24/77,
1002979,1046005,12015,,I,12/24/77,
1002980,1045504,12015,,I,12/24/77,
1002981,1045660,12015,,I,12/24/77,
1002982,1045967,12015,,I,12/24/77,
1002982,1220133,12011,1999,I,1/12/00,
1002983,1044912,12015,,I,12/24/77,
1002984,1045876,12015,,I,12/24/77,
1002984,1054903,-12011,1996,I,1/29/96,
1002984,1053629,-12011,1996,I,1/29/96,
1002984,1071968,-12011,1998,I,3/30/98,
1002984,1071899,-12011,1998,T,3/30/98,
1002984,1026860,12015,,I,12/24/77,
1002984,1071899,12011,1997,I,3/30/98,
1002985,1045984,12015,,I,12/24/77,
1002986,1046179,12015,,I,12/24/77,
1002987,1045223,12015,,I,12/24/77,
1002988,1046027,12015,,I,12/24/77,
1002995,1045299,12015,,I,12/24/77,
1003005,1045309,12015,,I,12/24/77,
1003011,1045983,12015,,I,12/24/77,
1003013,1046531,12015,,I,12/24/77,
1003015,1040208,12015,,I,12/24/77,
1003016,1045637,12015,,I,12/24/77,
1003017,1044594,12015,,I,12/24/77,
1003018,1045261,12015,,I,12/24/77,
1003020,1024200,-12011,1991,I,7/23/91,
1003020,1026042,12015,,I,12/24/77,
1003021,1045659,12015,,I,12/24/77,
1003022,1045679,12015,,I,12/24/77,
1003026,1062160,-12011,1996,I,2/22/96,
1003026,1062159,-12011,1996,I,2/22/96,
1003026,1066240,-12011,1996,I,2/22/96,
1003026,1067401,12011,1996,I,7/10/96,
1003026,1045291,12015,,I,12/24/77,
1003026,1062159,12011,1995,I,2/22/96,
1003028,1035881,12015,,I,12/24/77,
1003029,1045801,12015,,I,12/24/77,
1003031,1383362,12011,2015,T,2/29/16,9/17/16
1003033,1045816,12015,,I,12/24/77,
1003046,1040580,12015,,I,12/24/77,
1003050,1045802,12015,,I,12/24/77,
1003051,1045479,12015,,I,12/24/77,
1003053,1055144,-12011,1992,I,3/27/92,
1003054,1049763,12015,,I,12/24/77,
1003055,1046028,12015,,I,12/24/77,
1003056,1034447,12015,,I,12/24/77,
1003057,1043445,12015,,I,12/24/77,
1003057,1047450,12015,,I,12/24/77,
1003059,1045841,12015,,I,12/24/77,
1003060,1045138,12015,,I,12/24/77,
1003062,1048208,12015,,Y,12/24/77,
1003062,1056682,-12011,1992,I,7/6/92,
1003062,1065279,-12011,1995,I,10/16/96,
1003062,1073416,-12011,1998,I,6/1/98,
1003062,1045488,12015,,I,12/24/77,
1003062,1048208,12011,1999,Y,1/5/00,
1003062,1065279,12011,1995,T,10/16/96,10/10/03
1003066,1045708,12015,,I,12/24/77,
1003067,1045462,12015,,I,12/24/77,
1003077,1056049,12015,1992,I,5/21/92,
1003077,1056049,12011,1991,T,5/21/92,10/10/10
1003077,1021134,12015,,I,12/24/77,
1003078,1034191,12015,,I,12/24/77,
1003078,1047925,12015,,I,12/24/77,
1003078,1055423,-12011,1992,I,3/30/92,
1003078,1065911,-12011,1995,I,9/22/95,
1003078,1070479,-12011,1997,I,5/22/97,
1003078,1047412,12015,,I,12/24/77,
1003078,1059744,-12011,1993,I,9/10/93,
1003078,1070480,-12011,1997,I,5/22/97,
1003078,1243713,12011,2001,Y,4/10/02,
1003078,1064533,12011,1995,T,10/3/95,
1003079,1046858,12015,,I,12/24/77,
1003079,1044310,12015,,I,12/24/77,
1003079,1046563,12015,,I,12/24/77,
1003082,1046663,12015,,I,12/24/77,
1003083,1046221,12015,,I,12/24/77,
1003083,1058917,-12011,1994,I,3/14/94,
1003083,1059202,-12011,1993,I,12/30/93,
1003083,1047426,12015,,I,12/24/77,
1003087,1053210,-12011,1991,I,7/22/91,
1003087,1055011,-12011,1992,I,3/24/92,
1003087,1066030,-12011,1996,I,3/12/96,
1003087,1048369,12015,,I,12/24/77,
1003087,1047016,12015,,I,12/24/77,
1003087,1047417,12015,,I,12/24/77,
1003090,1046096,12015,,Y,12/24/77,
1003090,1046096,12011,1999,I,1/5/00,
1003094,1047621,12015,,I,12/24/77,
1003094,1043344,12015,1991,I,4/22/91,
1003095,1047926,12015,,I,12/24/77,
1003096,1047783,12015,,I,12/24/77,
1003097,1055518,-12011,1992,I,3/24/92,
1003097,1048254,12015,,I,12/24/77,
1003097,1055518,12011,1991,Y,3/24/92,
1003098,1048273,12015,,I,12/24/77,
1003099,1048219,12015,,I,12/24/77,
1003099,1058371,-12011,1993,I,2/4/93,
1003099,1064639,-12011,1996,I,2/23/96,
1003099,1053027,-12011,1991,I,7/22/91,
1003099,1260881,12011,2003,Y,12/10/03,
1003099,1049569,12015,,I,12/24/77,
1003100,1047918,12015,,I,12/24/77,
1003101,1048062,12015,,I,12/24/77,
1003102,1048237,12015,,I,12/24/77,
1003105,1048386,12015,,I,12/24/77,
1003106,1050207,12015,,I,12/24/77,
1003107,1048184,12015,,I,12/24/77,
1003107,1055073,12015,1992,I,5/21/92,
1003108,1047829,12015,,I,12/24/77,
1003109,1048060,12015,,I,12/24/77,
1003110,1048316,12015,,I,12/24/77,
1003110,1048316,12011,1999,I,1/5/00,
1003112,1047934,12015,,I,12/24/77,
1003113,1048337,12015,,I,12/24/77,
1003114,1069394,-12011,1999,I,5/13/99,
1003114,1023185,-12011,1996,I,4/11/96,
1003114,1048069,12015,,I,12/24/77,
1003114,1058514,-12011,1996,I,1/8/96,
1003114,1054905,-12011,1996,I,1/8/96,
1003114,1058514,12011,1995,I,1/8/96,
1003115,1047748,12015,,I,12/24/77,
1003115,1058537,-12011,1994,I,5/23/94,
1003115,1065450,-12011,1995,Y,10/3/95,
1003115,1070846,-12011,1997,I,8/19/97,
1003115,1231483,12011,1999,Y,12/29/00,
1003115,1283599,12011,2005,T,2/28/06,6/30/10
1003115,1328368,12011,2009,T,7/6/10,10/9/12
1003115,1069427,12011,1995,Y,11/12/96,
1003115,1053491,12011,1991,I,7/19/91,
1003116,1048292,12015,,I,12/24/77,
1003117,1048008,12015,,I,12/24/77,
1003118,1048131,12015,,I,12/24/77,
1003119,1047950,12015,,I,12/24/77,
1003120,1047641,12015,,I,12/24/77,
1003121,1047596,12015,,I,12/24/77,
1003122,1047429,12015,,I,12/24/77,
1003123,1048508,12015,,I,12/24/77,
1003124,1048335,12015,,I,12/24/77,
1003125,1047786,12015,,I,12/24/77,
1003126,1048619,12015,,I,12/24/77,
1003127,1054611,-12011,1992,I,2/11/92,
1003127,1053125,-12011,1992,I,2/11/92,
1003127,1048264,12015,,I,12/24/77,
1003128,1047797,12015,,I,12/24/77,
1003129,1028758,12015,,I,12/24/77,
1003129,1053548,-12011,1991,I,7/30/91,
1003129,1047421,12015,,I,12/24/77,
1003129,1022043,12015,,I,12/24/77,
1003130,1047965,12015,,I,12/24/77,
1003131,1047677,12015,,I,12/24/77,
1003132,1048309,12015,,Y,12/24/77,
1003132,1048309,12011,1999,I,1/5/00,
1003134,1047996,12015,,I,12/24/77,
1003135,1064479,-12011,1995,I,10/19/95,
1003135,1047746,-12011,1992,I,7/22/92,
1003135,1064479,12011,1995,Y,10/19/95,
1003136,1048232,12015,,I,12/24/77,
1003137,1048365,12015,,I,12/24/77,
1003138,1048440,12015,,I,12/24/77,
1003139,1048319,12015,,I,12/24/77,
1003141,1048085,12015,,I,12/24/77,
1003141,1045852,12015,,I,12/24/77,
1003143,1049140,12015,,I,12/24/77,
1003143,1044434,-12011,1993,I,2/25/93,
1003143,1048492,-12011,1993,I,2/25/93,
1003144,1049016,12015,,I,12/24/77,
1003145,1049127,12015,,I,12/24/77,
1003145,1050484,12015,,I,12/24/77,
1003145,1048209,12015,,I,12/24/77,
1003145,1053719,12011,1991,I,8/2/91,
1003146,1049467,12015,,I,12/24/77,
1003147,1049210,12015,,I,12/24/77,
1003148,1047732,12015,,I,12/24/77,
1003148,1049005,12015,,I,12/24/77,
1003150,1049095,12015,,I,12/24/77,
1003150,1069526,-12011,1996,I,11/15/96,
1003150,1049971,12015,,I,12/24/77,
1003150,1069526,12011,1995,I,11/15/96,
1003151,1049176,12015,,I,12/24/77,
1003152,1049209,12015,,I,12/24/77,
1003153,1049612,12015,,I,12/24/77,
1003154,1049565,12015,,I,12/24/77,
1003155,1049713,12015,,I,12/24/77,
1003156,1049629,12015,,I,12/24/77,
1003157,1049654,12015,,I,12/24/77,
1003158,1047713,12015,,I,12/24/77,
1003159,1049483,12015,,I,12/24/77,
1003160,1049490,12015,,I,12/24/77,
1003160,1049490,12011,1999,I,1/5/00,
1003161,1049435,12015,,I,12/24/77,
1003162,1048142,12015,,I,12/24/77,
1003165,1049910,-12011,,I,12/24/77,
1003165,1053680,-12011,1991,I,6/28/91,
1003166,1049065,12015,,I,12/24/77,
1003167,1048617,12015,,I,12/24/77,
1003168,1054815,-12011,1991,I,12/4/91,
1003168,1049673,12015,,I,12/24/77,
1003169,1049093,12015,,I,12/24/77,
1003170,1048901,12015,,I,12/24/77,
1003170,1019721,12015,1992,I,5/22/92,
1003171,1038549,12015,,I,12/24/77,
1003172,1048259,12015,,I,12/24/77,
1003173,1049329,12015,,I,12/24/77,
1003174,1049020,12015,,Y,12/24/77,
1003174,1049020,12011,1999,Y,1/5/00,
1003175,1048256,12015,,I,12/24/77,
1003178,1047820,12015,,I,12/24/77,
1003179,1041602,12015,,I,12/24/77,
1003180,1050002,12015,,I,12/24/77,
1003180,1064836,-12011,1996,I,2/26/96,
1003181,1051478,-12011,1991,I,10/21/91,
1003181,1049637,12015,,I,12/24/77,
1003182,1049310,12015,,I,12/24/77,
1003183,1049681,12015,,Y,12/24/77,
1003183,1049681,12011,1999,T,1/5/00,10/10/10
1003183,1049578,12015,,I,12/24/77,
1003184,1049448,12015,,I,12/24/77,
1003184,1053291,-12011,1991,I,7/22/91,
1003184,1059341,12011,1999,Y,10/27/00,
1003185,1049524,12015,,I,12/24/77,
1003186,1049591,12015,,I,12/24/77,
1003187,1049447,12015,,I,12/24/77,
1003188,1049441,12015,,I,12/24/77,
1003188,1050672,12015,,I,12/24/77,
1003189,1048826,12015,,I,12/24/77,
1003190,1049555,12015,,I,12/24/77,
1003191,1048716,12015,,I,12/24/77,
1003192,1047800,12015,,I,12/24/77,
1003195,1049701,12015,,I,12/24/77,
1003195,1056447,12015,1992,I,5/21/92,
1003195,1046393,12015,1992,I,5/21/92,
1003196,1049732,12015,,I,12/24/77,
1003197,1054478,-12011,1992,I,2/5/92,
1003197,1049786,12015,,I,12/24/77,
1003197,1051039,12015,,I,12/24/77,
1003199,1050315,12015,,I,12/24/77,
1003200,1049830,12015,,I,12/24/77,
1003205,1049731,12015,,I,12/24/77,
1003205,1049662,12015,,I,12/24/77,
1003205,1026484,-12011,1992,I,1/14/92,
1003214,1050146,12015,,I,12/24/77,
1003219,1049742,12015,,I,12/24/77,
1003231,1066662,-12011,1996,I,6/24/96,
1003231,1066662,12011,1995,I,6/24/96,
1003235,1050931,12015,,I,12/24/77,
1003236,1049775,12015,,I,12/24/77,
1003239,1050819,12015,,I,12/24/77,
1003256,1050238,12015,,I,12/24/77,
1003257,1050252,12015,,I,12/24/77,
1003258,1050481,12015,,I,12/24/77,
1003259,1050645,12015,,I,12/24/77,
1003260,1051042,12015,,I,12/24/77,
1003262,1050213,-12011,1993,I,3/2/93,
1003265,1051217,12015,,I,12/24/77,
1003266,1050511,12015,,I,12/24/77,
1003268,1050952,-12011,1991,I,6/28/91,
1003268,1043249,-12011,1998,I,4/6/98,
1003268,1071609,-12011,1998,I,4/6/98,
1003268,1055846,-12011,1998,I,4/6/98,
1003268,1323174,12011,2009,T,12/16/09,3/19/11
1003268,1322877,12011,2009,T,11/23/09,12/14/09
1003268,1358007,12011,2013,T,5/24/13,10/8/13
1003269,1040660,12015,,I,12/24/77,
1003269,1049610,12015,,I,12/24/77,
1003269,1049926,12015,,I,12/24/77,
1003269,1039446,12015,,I,12/24/77,
1003270,1052382,12015,,I,12/24/77,
1003272,1051233,12015,,I,12/24/77,
1003273,1051225,12015,,I,12/24/77,
1003276,1049890,12015,,I,12/24/77,
1003278,1051219,12015,,I,12/24/77,
1003279,1049820,12015,,I,12/24/77,
1003280,1049836,12015,,I,12/24/77,
1003280,1055663,-12011,1992,I,3/24/92,
