candidate_name,candidate_id,election,office
"SCOTT, JACK",1004873,2000 GENERAL,STATE SENATE 21
"ZEE, PAUL",1005756,2000 GENERAL,STATE SENATE 21
"NEW, BOB",,2000 GENERAL,STATE SENATE 21
"KUEHL, SHEILA J.",1004301,2000 GENERAL,STATE SENATE 23
"BLACK, CHARLES T.",,2000 GENERAL,STATE SENATE 23
"REGO, DANIEL B.",,2000 GENERAL,STATE SENATE 23
"VINCENT, EDWARD",1004240,2000 GENERAL,STATE SENATE 25
"MC CLAIN, CLIFF",,2000 GENERAL,STATE SENATE 25
"KARNETTE, BETTY",1003821,2000 GENERAL,STATE SENATE 27
"LYON, MARILYN",1005290,2000 GENERAL,STATE SENATE 27
"MARGETT, ROBERT",1004700,2000 GENERAL,STATE SENATE 29
"MELENDEZ, RICHARD",1005702,2000 GENERAL,STATE SENATE 29
"FAEGRE, LELAND THOMAS",,2000 GENERAL,STATE SENATE 29
"BRULTE, JAMES L.",1003115,2000 GENERAL,STATE SENATE 31
"RAYBURN, MIKE",,2000 GENERAL,STATE SENATE 31
"WARD, FRITZ R.",,2000 GENERAL,STATE SENATE 31
"ACKERMAN, RICHARD",1004825,2000 GENERAL,STATE SENATE 33
"CHACON, MICHAEL",,2000 GENERAL,STATE SENATE 33
"ROBERTS, JACK",,2000 GENERAL,STATE SENATE 33
"VERKAMP, WM. (BILL)",,2000 GENERAL,STATE SENATE 33
"JOHNSON, ROSS",1000335,2000 GENERAL,STATE SENATE 35
"KATZ, CINDY",,2000 GENERAL,STATE SENATE 35
"RAY, STEVE",,2000 GENERAL,STATE SENATE 35
"STUDIER, PAUL L.",,2000 GENERAL,STATE SENATE 35
"BATTIN JR., JAMES F.",1004831,2000 GENERAL,STATE SENATE 37
"SANDERS, SEDALIA L.",1005774,2000 GENERAL,STATE SENATE 37
"TELLO, DONNA",,2000 GENERAL,STATE SENATE 37
"ALPERT, DEDE",1003583,2000 GENERAL,STATE SENATE 39
"STIRLING, LARRY",1001128,2000 GENERAL,STATE SENATE 39
"KNOLES, STUART",,2000 GENERAL,STATE SENATE 39
"NICHOLS, RUSTY",,2000 GENERAL,STATE SENATE 39
"STROM-MARTIN, VIRGINIA",1004947,2000 GENERAL,ASSEMBLY 01
"GILLEO, JOSHUA",,2000 GENERAL,ASSEMBLY 01
"LAMPSON, MIKE",,2000 GENERAL,ASSEMBLY 01
"DICKERSON, RICHARD ""DICK""",1005204,2000 GENERAL,ASSEMBLY 02
"BRET, PETE ANTHONY",,2000 GENERAL,ASSEMBLY 02
"PARKS, VIRGIL",,2000 GENERAL,ASSEMBLY 02
"THIESSEN, PATRICE",,2000 GENERAL,ASSEMBLY 02
"AANESTAD, SAMUEL M.",1003707,2000 GENERAL,ASSEMBLY 03
"WIRTSCHAFTER, BENJAMIN",1221092,2000 GENERAL,ASSEMBLY 03
"THOMASON, WILLIAM L.",,2000 GENERAL,ASSEMBLY 03
"LESLIE, R. TIM",1002067,2000 GENERAL,ASSEMBLY 04
"MACOLA, STEPHEN A.",,2000 GENERAL,ASSEMBLY 04
"COX, DAVE",1004452,2000 GENERAL,ASSEMBLY 05
"FRAZIER, GENE",,2000 GENERAL,ASSEMBLY 05
"NATION, JOE",1005654,2000 GENERAL,ASSEMBLY 06
"OLMSTEAD, RICHARD",,2000 GENERAL,ASSEMBLY 06
"SULLIVAN, ED",,2000 GENERAL,ASSEMBLY 06
"WIGGINS, PATRICIA ANN",1005196,2000 GENERAL,ASSEMBLY 07
"RIVERA, PEDRO J.",,2000 GENERAL,ASSEMBLY 07
"SCHOEFFLER, WILLIAM",,2000 GENERAL,ASSEMBLY 07
"MUNN, JOHN R.",1005833,2000 GENERAL,ASSEMBLY 08
"THOMSON, HELEN M. (501WITHDRAWN)",1005069,2000 GENERAL,ASSEMBLY 08
"WILSON II, ROBERT W.",,2000 GENERAL,ASSEMBLY 08
"STEINBERG, DARRELL",1005223,2000 GENERAL,ASSEMBLY 09
"BERGERON, JAN L.",,2000 GENERAL,ASSEMBLY 09
"HARGRAVE, CHARLES",,2000 GENERAL,ASSEMBLY 09
"SAUNDERS, BRUCE B.",,2000 GENERAL,ASSEMBLY 09
"GRAVERT, DEBRA",1005388,2000 GENERAL,ASSEMBLY 10
"PESCETTI, ANTHONY",1003716,2000 GENERAL,ASSEMBLY 10
"KOHLHEPP, TOM",,2000 GENERAL,ASSEMBLY 10
"CANCIAMILLA, JOSEPH",1005727,2000 GENERAL,ASSEMBLY 11
"DIAZ, JIM",,2000 GENERAL,ASSEMBLY 11
"MANSKE, FRANK J.",,2000 GENERAL,ASSEMBLY 11
"ROSAS, LOU",,2000 GENERAL,ASSEMBLY 11
"SHELLEY, KEVIN",1004818,2000 GENERAL,ASSEMBLY 12
"EPSTEIN, HOWARD",,2000 GENERAL,ASSEMBLY 12
"MIGDEN, CAROLE",1005175,2000 GENERAL,ASSEMBLY 13
"LANE, BOB",,2000 GENERAL,ASSEMBLY 13
STARCHILD,,2000 GENERAL,ASSEMBLY 13
"ARONER, DION LOUISE",1004720,2000 GENERAL,ASSEMBLY 14
"BURTON, DANIEL C.",,2000 GENERAL,ASSEMBLY 14
"UDINSKY, JERALD",,2000 GENERAL,ASSEMBLY 14
"LEACH, LYNNE C.",1004684,2000 GENERAL,ASSEMBLY 15
"ROLEN, GREG",1221127,2000 GENERAL,ASSEMBLY 15
"CHAN, WILMA",1005709,2000 GENERAL,ASSEMBLY 16
"ARMSTRONG, RICHARD E.",,2000 GENERAL,ASSEMBLY 16
"BOCK, AUDIE E.",,2000 GENERAL,ASSEMBLY 16
"MC CORMICK, TIMOTHY B.",,2000 GENERAL,ASSEMBLY 16
"AGHAZARIAN, GREG",1005692,2000 GENERAL,ASSEMBLY 17
"MATTHEWS, BARBARA",1005671,2000 GENERAL,ASSEMBLY 17
"BUSCH, ROY W.",,2000 GENERAL,ASSEMBLY 17
"CORBETT, ELLEN",1005551,2000 GENERAL,ASSEMBLY 18
"MAHMOOD, SYED",,2000 GENERAL,ASSEMBLY 18
"PAPAN, LOU",1005182,2000 GENERAL,ASSEMBLY 19
"KASSEL, STEVEN H.",,2000 GENERAL,ASSEMBLY 19
"LUNDRY, STEVE C.",,2000 GENERAL,ASSEMBLY 19
"SIX, PAUL J.",,2000 GENERAL,ASSEMBLY 19
"DUTRA, JOHN A.",1005277,2000 GENERAL,ASSEMBLY 20
"KING, LOWELL",,2000 GENERAL,ASSEMBLY 20
"WERLWAS, MARK",,2000 GENERAL,ASSEMBLY 20
"SIMITIAN, S. JOSEPH",1004819,2000 GENERAL,ASSEMBLY 21
"WILDER, DEBORAH",1005672,2000 GENERAL,ASSEMBLY 21
"PURCELL, GLORIA",,2000 GENERAL,ASSEMBLY 21
"ALQUIST, ELAINE",1004827,2000 GENERAL,ASSEMBLY 22
"KAWCZYNSKI, STAN",,2000 GENERAL,ASSEMBLY 22
"DIAZ, MANNY",1220783,2000 GENERAL,ASSEMBLY 23
"ALBRECHT, DANA W.",,2000 GENERAL,ASSEMBLY 23
"ASKELAND, TOM",,2000 GENERAL,ASSEMBLY 23
"COHN, REBECCA",1005705,2000 GENERAL,ASSEMBLY 24
"JACKSON, SUE",1005810,2000 GENERAL,ASSEMBLY 24
"STRONG, RAY",,2000 GENERAL,ASSEMBLY 24
"COGDILL, DAVID E.",1005678,2000 GENERAL,ASSEMBLY 25
"RICO, STEPHEN F.",1005752,2000 GENERAL,ASSEMBLY 25
"ZWICKEL, JONATHAN IRA",,2000 GENERAL,ASSEMBLY 25
"CARDOZA, DENNIS",1234599,2000 GENERAL,ASSEMBLY 26
"SANCHEZ, MARSHALL",,2000 GENERAL,ASSEMBLY 26
"KEELEY, FRED",1004691,2000 GENERAL,ASSEMBLY 27
"BONINO, DAVID R.",,2000 GENERAL,ASSEMBLY 27
"CARTER, CHARLES ""CHUCK""",,2000 GENERAL,ASSEMBLY 27
"DE JOLY, MADELINE",,2000 GENERAL,ASSEMBLY 27
"DENHAM, JEFF",1005706,2000 GENERAL,ASSEMBLY 28
"SALINAS, SIMON",1005673,2000 GENERAL,ASSEMBLY 28
"VER, ROGER",,2000 GENERAL,ASSEMBLY 28
"VOGEL, JOHN",,2000 GENERAL,ASSEMBLY 28
"BRIGGS, MIKE",1004800,2000 GENERAL,ASSEMBLY 29
"DRIOANE, RON",,2000 GENERAL,ASSEMBLY 29
"REID, LITA",,2000 GENERAL,ASSEMBLY 29
"FLOREZ, DEAN",1005244,2000 GENERAL,ASSEMBLY 30
"KAY, KEN",1005859,2000 GENERAL,ASSEMBLY 30
"REYES, SARAH",1005245,2000 GENERAL,ASSEMBLY 31
"CABRAL, RICHARD GUERRA",,2000 GENERAL,ASSEMBLY 31
"ASHBURN, ROY",1004828,2000 GENERAL,ASSEMBLY 32
"GURROLA, VIRGINIA",,2000 GENERAL,ASSEMBLY 32
"PINKERTON, RIC",,2000 GENERAL,ASSEMBLY 32
"MALDONADO, ABEL",1005389,2000 GENERAL,ASSEMBLY 33
"HOULGATE, LAURENCE",,2000 GENERAL,ASSEMBLY 33
"WYMAN, PHILLIP D.",1000286,2000 GENERAL,ASSEMBLY 34
"CONAWAY, ROBERT ""BOB""",,2000 GENERAL,ASSEMBLY 34
"JACKSON, HANNAH-BETH",1005197,2000 GENERAL,ASSEMBLY 35
"SULLIVAN, ROBIN S.",1220800,2000 GENERAL,ASSEMBLY 35
"DAHL, ERIC",,2000 GENERAL,ASSEMBLY 35
"RUNNER, GEORGE C.",1005399,2000 GENERAL,ASSEMBLY 36
"BASHEM, GREGORY JAMES",,2000 GENERAL,ASSEMBLY 36
"CALDERON, PAULA L.",,2000 GENERAL,ASSEMBLY 36
"MC GRATH, ROZ",1003856,2000 GENERAL,ASSEMBLY 37
"STRICKLAND, TONY",1005462,2000 GENERAL,ASSEMBLY 37
"MICHLIN, WILLARD D.",,2000 GENERAL,ASSEMBLY 37
"RICHMAN, KEITH STUART",1005656,2000 GENERAL,ASSEMBLY 38
"BARON, PHILIP",,2000 GENERAL,ASSEMBLY 38
"LAURITZEN, JON M.",,2000 GENERAL,ASSEMBLY 38
"CARDENAS, TONY",1004719,2000 GENERAL,ASSEMBLY 39
"MAIRA, CHRISTOPHER ""KIT""",,2000 GENERAL,ASSEMBLY 39
"VALDEZ, ENRIQUE (HENRY)",,2000 GENERAL,ASSEMBLY 39
"HERTZBERG, ROBERT",1004251,2000 GENERAL,ASSEMBLY 40
"HAMMANS, KYLE",,2000 GENERAL,ASSEMBLY 40
"ROSS, KELLEY L.",,2000 GENERAL,ASSEMBLY 40
"PAVLEY, FRAN",1005757,2000 GENERAL,ASSEMBLY 41
"GOLDMAN, COLIN S.",,2000 GENERAL,ASSEMBLY 41
"SHAPIRO, JAYNE M.",,2000 GENERAL,ASSEMBLY 41
"KORETZ, PAUL",1004239,2000 GENERAL,ASSEMBLY 42
"ADAM, IVKA",,2000 GENERAL,ASSEMBLY 42
"AMIR, SARA",,2000 GENERAL,ASSEMBLY 42
"SELZER, MARK ALLEN",,2000 GENERAL,ASSEMBLY 42
"TAYLOR, DOUGLAS CLEON",,2000 GENERAL,ASSEMBLY 42
"FROMMER, DARIO",1005786,2000 GENERAL,ASSEMBLY 43
"MISSAKIAN, CRAIG HARRY",1005006,2000 GENERAL,ASSEMBLY 43
"LIU, CAROL",1005704,2000 GENERAL,ASSEMBLY 44
"MC MILLAN, SUSAN CARPENTER",1005736,2000 GENERAL,ASSEMBLY 44
"DOUGLAS, JERRY",,2000 GENERAL,ASSEMBLY 44
"GOLDBERG, JACKIE",1005703,2000 GENERAL,ASSEMBLY 45
"CEDILLO, GILBERT",1005224,2000 GENERAL,ASSEMBLY 46
"BROWN, MATT",,2000 GENERAL,ASSEMBLY 46
"WESSON, JR., HERMAN J.",1005456,2000 GENERAL,ASSEMBLY 47
"LEONARD, JONATHAN",,2000 GENERAL,ASSEMBLY 47
"PACER, SCOTT",,2000 GENERAL,ASSEMBLY 47
"WRIGHT, RODERICK ""ROD""",1005448,2000 GENERAL,ASSEMBLY 48
"WOODS, ERNEST L.",,2000 GENERAL,ASSEMBLY 48
"ROMERO, GLORIA",1005525,2000 GENERAL,ASSEMBLY 49
"FIREBAUGH, MARCO ANTONIO",1005587,2000 GENERAL,ASSEMBLY 50
"MILLER, GLADYS O.",,2000 GENERAL,ASSEMBLY 50
"HORTON, JEROME E.",1220801,2000 GENERAL,ASSEMBLY 51
"HAWKINS, ANTOINE",,2000 GENERAL,ASSEMBLY 51
"WASHINGTON, CARL",1004663,2000 GENERAL,ASSEMBLY 52
"ILES, MARK ANTHONY",,2000 GENERAL,ASSEMBLY 52
"FELANDO, GERALD",1005826,2000 GENERAL,ASSEMBLY 53
"NAKANO, GEORGE",1005226,2000 GENERAL,ASSEMBLY 53
"HOWITT, PHIL",,2000 GENERAL,ASSEMBLY 53
"LOWENTHAL, ALAN",1005392,2000 GENERAL,ASSEMBLY 54
"SVORINICH, RUDOLPH",1005721,2000 GENERAL,ASSEMBLY 54
"OGDEN, DALE F.",,2000 GENERAL,ASSEMBLY 54
"OROPEZA, JENNY",1005665,2000 GENERAL,ASSEMBLY 55
"LANKSTER, SAUL E.",,2000 GENERAL,ASSEMBLY 55
"WILSON, GUY",,2000 GENERAL,ASSEMBLY 55
"HAVICE, SALLY",1004752,2000 GENERAL,ASSEMBLY 56
"HU, GRACE",1005713,2000 GENERAL,ASSEMBLY 56
"CHAVEZ, EDWARD ""ED""",1005674,2000 GENERAL,ASSEMBLY 57
"VENTUROSO, KATHERINE LICARI",,2000 GENERAL,ASSEMBLY 57
"CALDERON, THOMAS M.",1005220,2000 GENERAL,ASSEMBLY 58
"BURROLA, ALEX A.",,2000 GENERAL,ASSEMBLY 58
"HALL, MELINE DOLORES",1005845,2000 GENERAL,ASSEMBLY 59
"MOUNTJOY, DENNIS",1220842,2000 GENERAL,ASSEMBLY 59
"ALLISON, LOUISE M.",,2000 GENERAL,ASSEMBLY 59
"WHITE, GEORGE",,2000 GENERAL,ASSEMBLY 59
"PACHECO, ROBERT ""BOB""",1005201,2000 GENERAL,ASSEMBLY 60
"DUHAMEL, JEFF A.",,2000 GENERAL,ASSEMBLY 60
"YOUNG, SCOTT E.",,2000 GENERAL,ASSEMBLY 60
"MC LEOD, GLORIA NEGRETE",1005234,2000 GENERAL,ASSEMBLY 61
"YATES, DENNIS R.",1221143,2000 GENERAL,ASSEMBLY 61
"KOCOT, DAVID",,2000 GENERAL,ASSEMBLY 61
"LONGVILLE, JOHN",1003717,2000 GENERAL,ASSEMBLY 62
"MARTINEZ, MARY LOU",,2000 GENERAL,ASSEMBLY 62
"MATUS, HENRY JOHN",,2000 GENERAL,ASSEMBLY 62
"LEONARD, BILL",1000000,2000 GENERAL,ASSEMBLY 63
"MOHLER, ETHEL M.",,2000 GENERAL,ASSEMBLY 63
"STOTZ, SCOTT T.",,2000 GENERAL,ASSEMBLY 63
"MEDINA, JOSE J.",1005789,2000 GENERAL,ASSEMBLY 64
"PACHECO, RODRIC A.",1004805,2000 GENERAL,ASSEMBLY 64
"TURNER, PHIL",,2000 GENERAL,ASSEMBLY 64
"WALLACK, ANNIE",,2000 GENERAL,ASSEMBLY 64
"FLICKINGER, BONNIE",1005855,2000 GENERAL,ASSEMBLY 65
"LEJA, JAN",1005718,2000 GENERAL,ASSEMBLY 65
"QUINTO, RAY R.",1005526,2000 GENERAL,ASSEMBLY 65
"RENTERIA, JOSEPH RAY",,2000 GENERAL,ASSEMBLY 65
"HOLLINGSWORTH, DENNIS",1005700,2000 GENERAL,ASSEMBLY 66
"CANFIELD, BOB",,2000 GENERAL,ASSEMBLY 66
"REUTTER, CHUCK",,2000 GENERAL,ASSEMBLY 66
"BROWNE, AUTUMN",,2000 GENERAL,ASSEMBLY 67
"HILBERT, ANDREW MARTIN",,2000 GENERAL,ASSEMBLY 67
"LAINE, SHEILA JAMES",1005683,2000 GENERAL,ASSEMBLY 68
"MADDOX, KENNETH",1005211,2000 GENERAL,ASSEMBLY 68
"NEWHOUSE, RICHARD G.",,2000 GENERAL,ASSEMBLY 68
"SNOOK, AL",,2000 GENERAL,ASSEMBLY 68
"CORREA, LOU",1004849,2000 GENERAL,ASSEMBLY 69
"LOPEZ, LOU",1005853,2000 GENERAL,ASSEMBLY 69
"PHAM, BRIAN TUAN",,2000 GENERAL,ASSEMBLY 69
"CAMPBELL, JOHN B.T.",1005647,2000 GENERAL,ASSEMBLY 70
"KATZ, BARRY L.",,2000 GENERAL,ASSEMBLY 70
"MC KEON, MERRITT LORI",,2000 GENERAL,ASSEMBLY 70
"MILLS, RAYMOND O.",,2000 GENERAL,ASSEMBLY 70
"VONDRUSKA, ROBERT ANTHONY",,2000 GENERAL,ASSEMBLY 70
"CAMPBELL, BILL",1004709,2000 GENERAL,ASSEMBLY 71
"BRYANT, BRENDA JO",,2000 GENERAL,ASSEMBLY 71
"CROSS, BRIAN LEE",,2000 GENERAL,ASSEMBLY 71
"FOSTER, BEA",,2000 GENERAL,ASSEMBLY 71
"DAUCHER, LYNN",1005667,2000 GENERAL,ASSEMBLY 72
"NANJUNDAPPA, GANGADHARAPRA",,2000 GENERAL,ASSEMBLY 72
"ZAMARRA, JOHN WM.",,2000 GENERAL,ASSEMBLY 72
"BATES, PATRICIA C. ""PAT""",1003846,2000 GENERAL,ASSEMBLY 73
"FISHER, PAUL",,2000 GENERAL,ASSEMBLY 73
"KING, PAUL H.",,2000 GENERAL,ASSEMBLY 73
"WILBERG, ROBERT D.",,2000 GENERAL,ASSEMBLY 73
"WYLAND, MARK B.",1005714,2000 GENERAL,ASSEMBLY 74
"BOURDETTE, BARBARA",,2000 GENERAL,ASSEMBLY 74
"HERRERA, JOHN",,2000 GENERAL,ASSEMBLY 74
"HOHMAN, TOM",,2000 GENERAL,ASSEMBLY 74
"ZETTEL, CHARLENE",1005446,2000 GENERAL,ASSEMBLY 75
"PIETILA, GARY W.",,2000 GENERAL,ASSEMBLY 75
"WALTERS, JUDITH K.",,2000 GENERAL,ASSEMBLY 75
"KEHOE, CHRISTINE",1005669,2000 GENERAL,ASSEMBLY 76
"NASH-HOFF, MICHELE",1005794,2000 GENERAL,ASSEMBLY 76
"OAKEY, DAVID T.",,2000 GENERAL,ASSEMBLY 76
"KEEGAN, TODD",1005661,2000 GENERAL,ASSEMBLY 77
"LA SUER, JAY",1005766,2000 GENERAL,ASSEMBLY 77
"METTI, MICHAEL S.",,2000 GENERAL,ASSEMBLY 77
"STEEL, JOHN",1004945,2000 GENERAL,ASSEMBLY 78
"WAYNE, HOWARD",1004716,2000 GENERAL,ASSEMBLY 78
"TRIGLIA, DENNIS",,2000 GENERAL,ASSEMBLY 78
"WINGFIELD, RAYMOND C.",,2000 GENERAL,ASSEMBLY 78
"VARGAS, JUAN C.",1005741,2000 GENERAL,ASSEMBLY 79
"CARDULLA, RICHARD J.",,2000 GENERAL,ASSEMBLY 79
"PARUNGAO, JON",,2000 GENERAL,ASSEMBLY 79
"ACUNA JR., JOEY V.",1005233,2000 GENERAL,ASSEMBLY 80
"KELLEY, DAVID G.",1000351,2000 GENERAL,ASSEMBLY 80
"WEBER, SUSAN MARIE",,2000 GENERAL,ASSEMBLY 80
