candidate_name,candidate_id,election,office
"BERG, PATTY",1233578,2006 GENERAL,ASSEMBLY 01
"REED, THOMAS T.",,2006 GENERAL,ASSEMBLY 01
"TYRONE, RAY",,2006 GENERAL,ASSEMBLY 01
"LA MALFA, DOUG",1239935,2006 GENERAL,ASSEMBLY 02
"SMITH, MEL",1285044,2006 GENERAL,ASSEMBLY 02
"DYNAN, PHILIP E.",,2006 GENERAL,ASSEMBLY 02
"HARRINGTON, MICHAEL ""MICKEY""",1283210,2006 GENERAL,ASSEMBLY 03
"KEENE, RICHARD J.",1239063,2006 GENERAL,ASSEMBLY 03
"GAINES, EDWARD T",1265444,2006 GENERAL,ASSEMBLY 04
"HASWELL, ROB",1278514,2006 GENERAL,ASSEMBLY 04
"FRITTS, GERALD M.",,2006 GENERAL,ASSEMBLY 04
"MURPHY, MICHAEL PATRICK",,2006 GENERAL,ASSEMBLY 04
"NIELLO, ROGER",1251659,2006 GENERAL,ASSEMBLY 05
"BELL, BRANDON R.",,2006 GENERAL,ASSEMBLY 05
"LOPEZ, MICHAEL",,2006 GENERAL,ASSEMBLY 05
"HUFFMAN, JARED",1273044,2006 GENERAL,ASSEMBLY 06
"HARTNETT, MICHAEL",,2006 GENERAL,ASSEMBLY 06
"OLMSTEAD, RICHARD",,2006 GENERAL,ASSEMBLY 06
"WOODS, CAT",,2006 GENERAL,ASSEMBLY 06
"EVANS, NOREEN M.",1227859,2006 GENERAL,ASSEMBLY 07
"GOULD, JOHN S.",1283085,2006 GENERAL,ASSEMBLY 08
"WOLK, LOIS",1235630,2006 GENERAL,ASSEMBLY 08
"JONES, DAVE",1224542,2006 GENERAL,ASSEMBLY 09
"CHAN, WILLIAM",,2006 GENERAL,ASSEMBLY 09
"COOK, COLONEL JIM A.",1262906,2006 GENERAL,ASSEMBLY 10
"NAKANISHI, ALAN S.",1005260,2006 GENERAL,ASSEMBLY 10
"BONSER, JANICE M.",,2006 GENERAL,ASSEMBLY 10
"TROYER, ALBERT",,2006 GENERAL,ASSEMBLY 10
"DE SAULNIER, MARK",1236046,2006 GENERAL,ASSEMBLY 11
"NOTT, CORY M.",,2006 GENERAL,ASSEMBLY 11
"SIMONSEN, ARNE",,2006 GENERAL,ASSEMBLY 11
"MA, FIONA",1261661,2006 GENERAL,ASSEMBLY 12
"EPSTEIN, HOWARD",,2006 GENERAL,ASSEMBLY 12
"HERMANSON, BARRY",,2006 GENERAL,ASSEMBLY 12
"LENO, MARK",1226645,2006 GENERAL,ASSEMBLY 13
"MALDONADO JR., RAMIRO",,2006 GENERAL,ASSEMBLY 13
"HANCOCK, LONI",1238901,2006 GENERAL,ASSEMBLY 14
"WOLF, LEIGH N.",,2006 GENERAL,ASSEMBLY 14
"COLEMAN, TERRY",1279253,2006 GENERAL,ASSEMBLY 15
"HOUSTON, GUY",1226434,2006 GENERAL,ASSEMBLY 15
"SWANSON, SANDRE",1268691,2006 GENERAL,ASSEMBLY 16
"YTUARTE, EDWARD",,2006 GENERAL,ASSEMBLY 16
"GALGIANI, CATHLEEN",1273495,2006 GENERAL,ASSEMBLY 17
"MACHADO, GERARD J.",1005658,2006 GENERAL,ASSEMBLY 17
"BUCK, JILL ANN",1284549,2006 GENERAL,ASSEMBLY 18
"HAYASHI, MARY",1266779,2006 GENERAL,ASSEMBLY 18
"MULLIN, GENE R.",1239028,2006 GENERAL,ASSEMBLY 19
"GUFLER, ELSIE",,2006 GENERAL,ASSEMBLY 19
"TORRICO, ALBERTO",1253526,2006 GENERAL,ASSEMBLY 20
"NISHIMURA, KEN A.",,2006 GENERAL,ASSEMBLY 20
"KIRALY, VIRGINIA C.",1284085,2006 GENERAL,ASSEMBLY 21
"RUSKIN, IRA",1252810,2006 GENERAL,ASSEMBLY 21
"LIEBER, SALLY",1231723,2006 GENERAL,ASSEMBLY 22
"RIFFENBURGH, ROGER RALPH",,2006 GENERAL,ASSEMBLY 22
"COTO, JOE",1253525,2006 GENERAL,ASSEMBLY 23
"PATROSSO, MARK",,2006 GENERAL,ASSEMBLY 23
"BEALL, JIM",1251768,2006 GENERAL,ASSEMBLY 24
"HILEMAN, LAWRENCE R.",,2006 GENERAL,ASSEMBLY 24
"SILVA, LIONEL H.",,2006 GENERAL,ASSEMBLY 24
"BERRYHILL, TOM",1254687,2006 GENERAL,ASSEMBLY 25
"BUFFORD, JAMES LEX",,2006 GENERAL,ASSEMBLY 25
"DELL'ORTO, MICHAEL RAY",,2006 GENERAL,ASSEMBLY 25
"AGHAZARIAN, GREG",1005692,2006 GENERAL,ASSEMBLY 26
"GOEKEN, KENNETH J.",,2006 GENERAL,ASSEMBLY 26
"LAIRD, JOHN S.",1226901,2006 GENERAL,ASSEMBLY 27
"MORRISON, COLIN M.",,2006 GENERAL,ASSEMBLY 27
"CABALLERO, ANNA",1282323,2006 GENERAL,ASSEMBLY 28
"VELAZQUEZ, IGNACIO",1282084,2006 GENERAL,ASSEMBLY 28
"VILLINES, MICHAEL N.",1255183,2006 GENERAL,ASSEMBLY 29
"CROCKFORD, JOHN",,2006 GENERAL,ASSEMBLY 29
"ZWICKEL, JONATHAN IRA",,2006 GENERAL,ASSEMBLY 29
"GILMORE, DANNY D.",1283919,2006 GENERAL,ASSEMBLY 30
"PARRA, NICOLE",1234191,2006 GENERAL,ASSEMBLY 30
"ARAMBULA, JUAN",1250945,2006 GENERAL,ASSEMBLY 31
"FULLER, JEAN",1284988,2006 GENERAL,ASSEMBLY 32
"VEGA, MARIBEL",,2006 GENERAL,ASSEMBLY 32
"BLAKESLEE, SAM",1234847,2006 GENERAL,ASSEMBLY 33
"CUTHBERT, ROBERT",1227104,2006 GENERAL,ASSEMBLY 33
"MAZE, BILL",1005213,2006 GENERAL,ASSEMBLY 34
"FARRELLY, DESMOND",,2006 GENERAL,ASSEMBLY 34
"SILVA, DAVID MINTON",,2006 GENERAL,ASSEMBLY 34
"NAVA, PEDRO I.",1237583,2006 GENERAL,ASSEMBLY 35
"MARTIN, CRISTINA CARRENO",,2006 GENERAL,ASSEMBLY 35
"RUNNER, SHARON",1238644,2006 GENERAL,ASSEMBLY 36
"BYNUM, ROBERT ""BO""",,2006 GENERAL,ASSEMBLY 36
"MASRY, FERIAL",1262087,2006 GENERAL,ASSEMBLY 37
"STRICKLAND, AUDRA",1251045,2006 GENERAL,ASSEMBLY 37
"SHAW, LYN",1280171,2006 GENERAL,ASSEMBLY 38
"SMYTH, CAMERON",1277161,2006 GENERAL,ASSEMBLY 38
"CHRISTENSEN, PEGGY L.",,2006 GENERAL,ASSEMBLY 38
"ALARCON, RICHARD",1256876,2006 GENERAL,ASSEMBLY 39
"LEVINE, LLOYD",1233568,2006 GENERAL,ASSEMBLY 40
"MONTAINE, RICHARD E.",,2006 GENERAL,ASSEMBLY 40
"BROWNLEY, JULIA",1272017,2006 GENERAL,ASSEMBLY 41
"DOLZ, TONY",,2006 GENERAL,ASSEMBLY 41
"FRANKOWSKI, CONRAD S.",,2006 GENERAL,ASSEMBLY 41
"FEUER, MICHAEL NELSON",1257933,2006 GENERAL,ASSEMBLY 42
"GOLDMAN, COLIN S.",,2006 GENERAL,ASSEMBLY 42
"SION, STEVEN MARK",,2006 GENERAL,ASSEMBLY 42
"KREKORIAN, PAUL",1005796,2006 GENERAL,ASSEMBLY 43
"AGBABA, MICHAEL M.",,2006 GENERAL,ASSEMBLY 43
"MYERS, STEVEN A.",,2006 GENERAL,ASSEMBLY 43
"PORTANTINO, ANTHONY",1267043,2006 GENERAL,ASSEMBLY 44
"CARWILE, SCOTT",,2006 GENERAL,ASSEMBLY 44
"COSTA, RICARDO M.",,2006 GENERAL,ASSEMBLY 44
"YANAGA, BARRON T.",,2006 GENERAL,ASSEMBLY 44
"ALLEN-NEWMAN, SAMANTHA",1284741,2006 GENERAL,ASSEMBLY 45
"DE LEON, KEVIN",1263266,2006 GENERAL,ASSEMBLY 45
"NUNEZ, FABIAN",1238937,2006 GENERAL,ASSEMBLY 46
"BASS, KAREN",1259008,2006 GENERAL,ASSEMBLY 47
"DODGE, JEFFERS MAC ARTHUR",,2006 GENERAL,ASSEMBLY 47
"DAVIS, MIKE",1277329,2006 GENERAL,ASSEMBLY 48
"GREEN, BRENDA CAROL",,2006 GENERAL,ASSEMBLY 48
"ENG, MICHAEL",1275685,2006 GENERAL,ASSEMBLY 49
"BROWN, LAURA G.",,2006 GENERAL,ASSEMBLY 49
"SIEGRIST, ESTHELA G.",,2006 GENERAL,ASSEMBLY 49
"DE LA TORRE, HECTOR",1253966,2006 GENERAL,ASSEMBLY 50
"MILLER, GLADYS O.",,2006 GENERAL,ASSEMBLY 50
"PRICE, CURREN D.",1005748,2006 GENERAL,ASSEMBLY 51
"MOEN, ROSS",,2006 GENERAL,ASSEMBLY 51
"SWINNEY, CARL M. ""MARTY""",,2006 GENERAL,ASSEMBLY 51
"DYMALLY, MERVYN M.",1238979,2006 GENERAL,ASSEMBLY 52
"FORD, MARY JO",1278268,2006 GENERAL,ASSEMBLY 53
"LIEU, TED",1277958,2006 GENERAL,ASSEMBLY 53
"THOTTAM, PETER L.",1285049,2006 GENERAL,ASSEMBLY 53
"ABRAMS, KARL",,2006 GENERAL,ASSEMBLY 53
"JACKSON, MICHAEL A.",1256547,2006 GENERAL,ASSEMBLY 54
"KARNETTE, BETTY",1003821,2006 GENERAL,ASSEMBLY 54
"RICHARDSON, LAURA",1272529,2006 GENERAL,ASSEMBLY 55
"UNDERHILL, MARGHERITA",,2006 GENERAL,ASSEMBLY 55
"HU, GRACE",1283474,2006 GENERAL,ASSEMBLY 56
"MENDOZA, TONY",1238223,2006 GENERAL,ASSEMBLY 56
"HERNANDEZ, EDWARD P.",1266775,2006 GENERAL,ASSEMBLY 57
"CARVER, HOLLY E.",,2006 GENERAL,ASSEMBLY 57
"CALDERON, CHARLES M.",1001590,2006 GENERAL,ASSEMBLY 58
"KLEINPELL, JIM",,2006 GENERAL,ASSEMBLY 58
"ADAMS, ANTHONY",1273674,2006 GENERAL,ASSEMBLY 59
"BARKAN, ELLIOTT ROBERT",1284224,2006 GENERAL,ASSEMBLY 59
"STONE, JILL K.",,2006 GENERAL,ASSEMBLY 59
"HUFF, ROBERT 'BOB'",1005380,2006 GENERAL,ASSEMBLY 60
"TAMOM, VANNARITH THOMAS",1278642,2006 GENERAL,ASSEMBLY 60
"SOTO, NELL",1005200,2006 GENERAL,ASSEMBLY 61
"LOPEZ, BENJAMIN I.",,2006 GENERAL,ASSEMBLY 61
"CARTER, WILMER AMINA",1281998,2006 GENERAL,ASSEMBLY 62
"MENDOZA-WARE, MARGE",,2006 GENERAL,ASSEMBLY 62
"EMMERSON, BILL",1261353,2006 GENERAL,ASSEMBLY 63
"WESTWOOD, MARK DAVID",1282138,2006 GENERAL,ASSEMBLY 63
"BENOIT, JOHN J.",1240093,2006 GENERAL,ASSEMBLY 64
"RASSO, PAUL M.",,2006 GENERAL,ASSEMBLY 64
"COOK, PAUL J.",1277238,2006 GENERAL,ASSEMBLY 65
"RAMIREZ-DEAN, RITA",,2006 GENERAL,ASSEMBLY 65
"TALEB, JON",,2006 GENERAL,ASSEMBLY 65
"JEFFRIES, KEVIN D.",1274283,2006 GENERAL,ASSEMBLY 66
"NICHOLSON, LAUREL A.",1253533,2006 GENERAL,ASSEMBLY 66
"SILVA, JAMES W.",1241308,2006 GENERAL,ASSEMBLY 67
"ROBERTS, RAYMOND L.",,2006 GENERAL,ASSEMBLY 67
"TRAN, VAN",1228283,2006 GENERAL,ASSEMBLY 68
"LUCAS, PAUL",,2006 GENERAL,ASSEMBLY 68
"SOLORIO, JOSE",1279123,2006 GENERAL,ASSEMBLY 69
"WILLIAMS, RYAN GENE",,2006 GENERAL,ASSEMBLY 69
"DE VORE, CHARLES S.",1254089,2006 GENERAL,ASSEMBLY 70
"GLOVER, MICHAEL G.",1283593,2006 GENERAL,ASSEMBLY 70
"SPITZER, TODD",1230744,2006 GENERAL,ASSEMBLY 71
"LA CHANCE, IRENE",,2006 GENERAL,ASSEMBLY 71
"DUVALL, MIKE",1226871,2006 GENERAL,ASSEMBLY 72
"MAC MURRAY, JOHN P.",1281802,2006 GENERAL,ASSEMBLY 72
"CROSS, BRIAN LEE",,2006 GENERAL,ASSEMBLY 72
"FAVOR, ANDREW H.",,2006 GENERAL,ASSEMBLY 73
"GARRICK, MARTIN W.",1274189,2006 GENERAL,ASSEMBLY 74
"FOLESCU, ROXANA",,2006 GENERAL,ASSEMBLY 74
"PLESCIA, GEORGE A.",1240145,2006 GENERAL,ASSEMBLY 75
"MEYER, SCOTT",,2006 GENERAL,ASSEMBLY 75
"TEYSSIER, EDWARD M.",,2006 GENERAL,ASSEMBLY 75
"DENNEY, RALPH",1281914,2006 GENERAL,ASSEMBLY 76
"SALDANA, LORI",1252223,2006 GENERAL,ASSEMBLY 76
"ANDERSON, JOEL C.",1004048,2006 GENERAL,ASSEMBLY 77
"BELITZ, RICHARD G.",,2006 GENERAL,ASSEMBLY 77
"LARKIN, CHRISTOPHER",,2006 GENERAL,ASSEMBLY 77
"HORTON, SHIRLEY",1240526,2006 GENERAL,ASSEMBLY 78
"SHERARD, MAXINE J.",1241244,2006 GENERAL,ASSEMBLY 78
"GIBSON, GEOF C.",,2006 GENERAL,ASSEMBLY 78
"ROESCH, JEAN DR.",1283591,2006 GENERAL,ASSEMBLY 79
"SALAS, MARY H.",1276162,2006 GENERAL,ASSEMBLY 79
"CLUTE, STEVE W.",1278271,2006 GENERAL,ASSEMBLY 80
"GARCIA, BONNIE",1240067,2006 GENERAL,ASSEMBLY 80
"COX, DAVE",1004452,2004 GENERAL,STATE SENATE 01
"MC DONALD, KRISTINE L.",1260595,2004 GENERAL,STATE SENATE 01
"LEIBMAN, ROBERTO",,2004 GENERAL,STATE SENATE 01
"MIGDEN, CAROLE",1005175,2004 GENERAL,STATE SENATE 03
"FELDER, ANDREW",,2004 GENERAL,STATE SENATE 03
"GRIMES, IAN J.",,2004 GENERAL,STATE SENATE 03
"RHODES, DAVID",,2004 GENERAL,STATE SENATE 03
"MACHADO, MICHAEL J.",1003830,2004 GENERAL,STATE SENATE 05
"PODESTO, GARY",1256414,2004 GENERAL,STATE SENATE 05
"TORLAKSON, TOM",1004711,2004 GENERAL,STATE SENATE 07
"DEUTSCHE, PATRICIA A.",1260636,2004 GENERAL,STATE SENATE 09
"PERATA, DON",1005184,2004 GENERAL,STATE SENATE 09
"CONDIT, TOM",,2004 GENERAL,STATE SENATE 09
"VON PINNON, PETER J.",,2004 GENERAL,STATE SENATE 09
"SIMITIAN, S. JOSEPH",1004819,2004 GENERAL,STATE SENATE 11
"RICE, ALLEN M.",,2004 GENERAL,STATE SENATE 11
"ZELLHOEFER, JON W.",,2004 GENERAL,STATE SENATE 11
"ALQUIST, ELAINE",1004827,2004 GENERAL,STATE SENATE 13
"CONNOLLY, SHANE PATRICK",,2004 GENERAL,STATE SENATE 13
"WEBSTER, JOHN H.",,2004 GENERAL,STATE SENATE 13
"MALDONADO, ABEL",1005389,2004 GENERAL,STATE SENATE 15
"PINARD, MARGARET ANN",1260404,2004 GENERAL,STATE SENATE 15
"MADSEN, RYEN BROOK JUDE",,2004 GENERAL,STATE SENATE 15
"RUNNER, GEORGE C.",1005399,2004 GENERAL,STATE SENATE 17
"BALLARD, JOHN",,2004 GENERAL,STATE SENATE 17
"KRAUT, JONATHAN DANIEL",,2004 GENERAL,STATE SENATE 17
"MC CLINTOCK, THOMAS",1001573,2004 GENERAL,STATE SENATE 19
"GRABER, PAUL J.",,2004 GENERAL,STATE SENATE 19
"SCOTT, JACK",1004873,2004 GENERAL,STATE SENATE 21
"NEW, BOB",,2004 GENERAL,STATE SENATE 21
"KUEHL, SHEILA J.",1004301,2004 GENERAL,STATE SENATE 23
"GOLDMAN, COLIN S.",,2004 GENERAL,STATE SENATE 23
"LANZI, LEONARD MICHAEL",,2004 GENERAL,STATE SENATE 23
"VINCENT, EDWARD",1004240,2004 GENERAL,STATE SENATE 25
"OGDEN, DALE F.",,2004 GENERAL,STATE SENATE 25
"SPENCER, JAMES A.",,2004 GENERAL,STATE SENATE 25
"CASTELLANOS, CESAR N.",1241076,2004 GENERAL,STATE SENATE 27
"LOWENTHAL, ALAN",1005392,2004 GENERAL,STATE SENATE 27
"MARGETT, ROBERT",1004700,2004 GENERAL,STATE SENATE 29
"BAUTISTA, RUFINO M.",,2004 GENERAL,STATE SENATE 29
"FERNANDES, FRED D.",,2004 GENERAL,STATE SENATE 29
"DUTTON, BOB",1233959,2004 GENERAL,STATE SENATE 31
"MIKELS, MARJORIE M.",1260421,2004 GENERAL,STATE SENATE 31
"ACKERMAN, RICHARD",1004825,2004 GENERAL,STATE SENATE 33
"DAUGHERTY, RANDALL A.",,2004 GENERAL,STATE SENATE 33
"CAMPBELL, JOHN B.T.",1005647,2004 GENERAL,STATE SENATE 35
"JOHNSON, TIMOTHY",,2004 GENERAL,STATE SENATE 35
"SIEBERT, RITA B.",,2004 GENERAL,STATE SENATE 35
"BATTIN JR., JAMES F.",1004831,2004 GENERAL,STATE SENATE 37
"JOHANSEN, PATRICIA ANN",,2004 GENERAL,STATE SENATE 37
"KEHOE, CHRISTINE",1005669,2004 GENERAL,STATE SENATE 39
"STIRLING, LARRY",1001128,2004 GENERAL,STATE SENATE 39
"MURPHY, JOHN",,2004 GENERAL,STATE SENATE 39
"BERG, PATTY",1233578,2004 GENERAL,ASSEMBLY 01
"ANTON, KENNETH R.",,2004 GENERAL,ASSEMBLY 01
"TYRONE, RAY",,2004 GENERAL,ASSEMBLY 01
"LA MALFA, DOUG",1239935,2004 GENERAL,ASSEMBLY 02
"MC IVER, BARBARA G.",1260448,2004 GENERAL,ASSEMBLY 02
"KEENE, RICHARD J.",1239063,2004 GENERAL,ASSEMBLY 03
"BURK, ROBERT C.",,2004 GENERAL,ASSEMBLY 03
"WOODS, ROBERT A.",,2004 GENERAL,ASSEMBLY 03
"LESLIE, R. TIM",1002067,2004 GENERAL,ASSEMBLY 04
"SCHWENK, TODD W.",,2004 GENERAL,ASSEMBLY 04
"NIELLO, ROGER",1251659,2004 GENERAL,ASSEMBLY 05
"CAREY, SANDRA A.",,2004 GENERAL,ASSEMBLY 05
"MANFRE, MELISSA",,2004 GENERAL,ASSEMBLY 05
"NATION, JOE",1005654,2004 GENERAL,ASSEMBLY 06
"PATRICK, CAROLYN F.",,2004 GENERAL,ASSEMBLY 06
"EVANS, NOREEN M.",1227859,2004 GENERAL,ASSEMBLY 07
"KRUEGER, PATRICIA ""PAT""",1260409,2004 GENERAL,ASSEMBLY 07
"SMITH, F. AARON",,2004 GENERAL,ASSEMBLY 07
"MUNN, JOHN R.",1005833,2004 GENERAL,ASSEMBLY 08
"WOLK, LOIS",1235630,2004 GENERAL,ASSEMBLY 08
"JONES, DAVE",1224542,2004 GENERAL,ASSEMBLY 09
"GARCIA, GASPAR R.",,2004 GENERAL,ASSEMBLY 09
"MORGAN, GALE R.",,2004 GENERAL,ASSEMBLY 09
"NAKANISHI, ALAN S.",1005260,2004 GENERAL,ASSEMBLY 10
"LANG, CULLENE",,2004 GENERAL,ASSEMBLY 10
"CANCIAMILLA, JOSEPH",1005727,2004 GENERAL,ASSEMBLY 11
"MANSKE, FRANK J.",,2004 GENERAL,ASSEMBLY 11
"SANTIAGO, PAUL E.",,2004 GENERAL,ASSEMBLY 11
"YEE, LELAND Y.",1226856,2004 GENERAL,ASSEMBLY 12
"EPSTEIN, HOWARD",,2004 GENERAL,ASSEMBLY 12
"MADEN, CHRISTOPHER R.",,2004 GENERAL,ASSEMBLY 12
"LENO, MARK",1226645,2004 GENERAL,ASSEMBLY 13
"MARVIN, JONATHAN SCOTT",,2004 GENERAL,ASSEMBLY 13
"NEIRA, GAIL E.",,2004 GENERAL,ASSEMBLY 13
"HANCOCK, LONI",1238901,2004 GENERAL,ASSEMBLY 14
"MONTAUK, LANCE",,2004 GENERAL,ASSEMBLY 14
"O'NEAL, KEVIN D.",,2004 GENERAL,ASSEMBLY 14
"HOUSTON, GUY",1226434,2004 GENERAL,ASSEMBLY 15
"SHAW, ELAINE D.",1260782,2004 GENERAL,ASSEMBLY 15
"CHAN, WILMA",1005709,2004 GENERAL,ASSEMBLY 16
"UDINSKY, JERALD",,2004 GENERAL,ASSEMBLY 16
"MATTHEWS, BARBARA",1005671,2004 GENERAL,ASSEMBLY 17
"MC GARRY, NELLIE",1260420,2004 GENERAL,ASSEMBLY 17
"KLEHS, JOHAN",1001372,2004 GENERAL,ASSEMBLY 18
"COLFER, RONALD J.",,2004 GENERAL,ASSEMBLY 18
"MULLIN, GENE R.",1239028,2004 GENERAL,ASSEMBLY 19
"BRINKMAN, CATHERINE S.",,2004 GENERAL,ASSEMBLY 19
"GILSTER, MILES C.",,2004 GENERAL,ASSEMBLY 19
"TORRICO, ALBERTO",1253526,2004 GENERAL,ASSEMBLY 20
"WILLIAMS, CLIFFORD R.",,2004 GENERAL,ASSEMBLY 20
"POIZNER, STEVE",1256885,2004 GENERAL,ASSEMBLY 21
"RUSKIN, IRA",1252810,2004 GENERAL,ASSEMBLY 21
"LIEBER, SALLY",1231723,2004 GENERAL,ASSEMBLY 22
"DOMINGUEZ-GASSON, MARIE C.",,2004 GENERAL,ASSEMBLY 22
"COTO, JOE",1253525,2004 GENERAL,ASSEMBLY 23
"BLOOMBERG III, WARNER S.",,2004 GENERAL,ASSEMBLY 23
"PATROSSO, MARK",,2004 GENERAL,ASSEMBLY 23
"COHN, REBECCA",1005705,2004 GENERAL,ASSEMBLY 24
"KONNYU, ERNEST L.",1000902,2004 GENERAL,ASSEMBLY 24
"COLLIER III, ZANDER Y.",,2004 GENERAL,ASSEMBLY 24
"COGDILL, DAVID E.",1005678,2004 GENERAL,ASSEMBLY 25
"MARKS, BRYAN JUSTIN",,2004 GENERAL,ASSEMBLY 25
"AGHAZARIAN, GREG",1005692,2004 GENERAL,ASSEMBLY 26
"WEINTZ, TIM P.",1220774,2004 GENERAL,ASSEMBLY 26
"LAIRD, JOHN S.",1226901,2004 GENERAL,ASSEMBLY 27
"BARLICH, JACK D.",,2004 GENERAL,ASSEMBLY 27
"PERKINS, ROBERT E.",1260596,2004 GENERAL,ASSEMBLY 28
"SALINAS, SIMON",1005673,2004 GENERAL,ASSEMBLY 28
"MACIAS, MICHAEL R.",1261012,2004 GENERAL,ASSEMBLY 29
"VILLINES, MICHAEL N.",1255183,2004 GENERAL,ASSEMBLY 29
"CROCKFORD, JOHN",,2004 GENERAL,ASSEMBLY 29
"GARDNER, M. DEAN",1237532,2004 GENERAL,ASSEMBLY 30
"PARRA, NICOLE",1234191,2004 GENERAL,ASSEMBLY 30
"ARAMBULA, JUAN",1250945,2004 GENERAL,ASSEMBLY 31
"BETANCOURT, PAUL",,2004 GENERAL,ASSEMBLY 31
"MC CARTHY, KEVIN",1234228,2004 GENERAL,ASSEMBLY 32
"ARMAS, ANTHONY M.",,2004 GENERAL,ASSEMBLY 32
"BLAKESLEE, SAM",1234847,2004 GENERAL,ASSEMBLY 33
"JENKINS, STEWART D.",1260452,2004 GENERAL,ASSEMBLY 33
"HUTCHINGS, THOMAS A.",,2004 GENERAL,ASSEMBLY 33
"KIRKLAND, GARY L.",,2004 GENERAL,ASSEMBLY 33
"MAZE, BILL",1005213,2004 GENERAL,ASSEMBLY 34
"FLOREZ, MAGGIE",,2004 GENERAL,ASSEMBLY 34
"NAVA, PEDRO I.",1237583,2004 GENERAL,ASSEMBLY 35
"POHL, BOB",1240644,2004 GENERAL,ASSEMBLY 35
"RUNNER, SHARON",1238644,2004 GENERAL,ASSEMBLY 36
"SCIONEAUX, HORTON",,2004 GENERAL,ASSEMBLY 36
"STRICKLAND, AUDRA",1251045,2004 GENERAL,ASSEMBLY 37
"PRINCE, ADRIENNE M.",,2004 GENERAL,ASSEMBLY 37
"RICHMAN, KEITH STUART",1005656,2004 GENERAL,ASSEMBLY 38
"DAVIS, BRIAN JOSEPH",,2004 GENERAL,ASSEMBLY 38
"MONTANEZ, CINDY",1238513,2004 GENERAL,ASSEMBLY 39
"AYAO, ELY DE LA CRUZ",,2004 GENERAL,ASSEMBLY 39
"LEVINE, LLOYD",1233568,2004 GENERAL,ASSEMBLY 40
"ISLER, MARK",,2004 GENERAL,ASSEMBLY 40
"BONHACH, HEATHER PETERS",1256380,2004 GENERAL,ASSEMBLY 41
"PAVLEY, FRAN",1005757,2004 GENERAL,ASSEMBLY 41
"KOFFLER, RICHARD P.",,2004 GENERAL,ASSEMBLY 41
"KORETZ, PAUL",1004239,2004 GENERAL,ASSEMBLY 42
"FREDRIX, PAUL MORGAN",,2004 GENERAL,ASSEMBLY 42
"FROMMER, DARIO",1005786,2004 GENERAL,ASSEMBLY 43
"WOREN, SANDOR J.",,2004 GENERAL,ASSEMBLY 43
"GABRIEL, LYNN",1261348,2004 GENERAL,ASSEMBLY 44
"LIU, CAROL",1005704,2004 GENERAL,ASSEMBLY 44
"GOLDBERG, JACKIE",1005703,2004 GENERAL,ASSEMBLY 45
"GUTIERREZ, OSCAR A.",,2004 GENERAL,ASSEMBLY 45
"ALDANA JR., MANUEL",1239991,2004 GENERAL,ASSEMBLY 46
"NUNEZ, FABIAN",1238937,2004 GENERAL,ASSEMBLY 46
"BASS, KAREN",1259008,2004 GENERAL,ASSEMBLY 47
"DE BAETS, PETER D.",,2004 GENERAL,ASSEMBLY 47
"EVERETT, DALE V.",,2004 GENERAL,ASSEMBLY 47
"RIDLEY-THOMAS, MARK",1240873,2004 GENERAL,ASSEMBLY 48
"ALEXANDER, SEBASTIAN",,2004 GENERAL,ASSEMBLY 48
"CHU, JUDY",1004242,2004 GENERAL,ASSEMBLY 49
"BROWN, LAURA G.",,2004 GENERAL,ASSEMBLY 49
"NEEDS, SANDRA L.",,2004 GENERAL,ASSEMBLY 49
"DE LA TORRE, HECTOR",1253966,2004 GENERAL,ASSEMBLY 50
"MILLER, GLADYS O.",,2004 GENERAL,ASSEMBLY 50
"HORTON, JEROME E.",1220801,2004 GENERAL,ASSEMBLY 51
"SHERMAN, DANIEL R.",,2004 GENERAL,ASSEMBLY 51
"DYMALLY, MERVYN M.",1238979,2004 GENERAL,ASSEMBLY 52
"GORDON, MIKE",1252137,2004 GENERAL,ASSEMBLY 53
"HILL, GREGORY CHARLES",1255064,2004 GENERAL,ASSEMBLY 53
"BOIVIE, ETHAN M.",,2004 GENERAL,ASSEMBLY 53
"SMITH, JAMES R.",,2004 GENERAL,ASSEMBLY 53
"KARNETTE, BETTY",1003821,2004 GENERAL,ASSEMBLY 54
"KUYKENDALL, STEVEN T.",1257367,2004 GENERAL,ASSEMBLY 54
"STERNE, JOHN HOWARD",,2004 GENERAL,ASSEMBLY 54
"OROPEZA, JENNY",1005665,2004 GENERAL,ASSEMBLY 55
"UNDERHILL, MARGHERITA",,2004 GENERAL,ASSEMBLY 55
"BERMUDEZ, RUDY",1005170,2004 GENERAL,ASSEMBLY 56
"BRANTUK, JOHN W.",,2004 GENERAL,ASSEMBLY 56
"CHAVEZ, EDWARD ""ED""",1005674,2004 GENERAL,ASSEMBLY 57
"VALENZUELA, VICTOR M.",,2004 GENERAL,ASSEMBLY 57
"CALDERON, RONALD",1235391,2004 GENERAL,ASSEMBLY 58
"TOPALIAN, RITA H.",1259659,2004 GENERAL,ASSEMBLY 58
"HARDEN, DANIEL V.",1253907,2004 GENERAL,ASSEMBLY 59
"MOUNTJOY, DENNIS",1220842,2004 GENERAL,ASSEMBLY 59
"WARD, FRITZ R.",,2004 GENERAL,ASSEMBLY 59
"HUFF, ROBERT 'BOB'",1005380,2004 GENERAL,ASSEMBLY 60
"MARTINEZ, PATRICK JOHN",,2004 GENERAL,ASSEMBLY 60
